discente,media_final,numero_total_faltas,descricao
7a381a2c9cf1824bd7a2df669cc71690,0.3,0.0,NÃO PRESENTE
a3d62768d1c5bfdb8d0300d47b369fee,0.0,0.0,NÃO PRESENTE
7107be77a5cb674d0204cb1038b8cc2f,1.0,0.0,NÃO PRESENTE
bb99abe920c2238096573cc8902d7e61,0.0,0.0,NÃO PRESENTE
788ae3424ce1940cce98462c8ad19f6d,0.0,0.0,NÃO PRESENTE
52698960ba68501c8926adea6727f500,0.0,0.0,NÃO PRESENTE
f7be80f23303b18702e06aa4c9eda4ba,0.8,0.0,NÃO PRESENTE
7e216c47897d82f20d37dab2712b3a15,2.2,0.0,NÃO PRESENTE
51b0592146b989d6da9e925106b39510,4.3,0.0,NÃO PRESENTE
c0e79e7aacd3b767c5d588fcb9a28623,3.7,0.0,NÃO PRESENTE
c1b6c6cf94f11c78d2c4e58bdb9e764a,9.6,0.0,APROVADO
82cfa420903d6f3be8d4791938356252,5.2,0.0,NÃO PRESENTE
86283892754807666dce1c671a016bed,5.1,0.0,NÃO PRESENTE
dff149439110362579e108b330c6204d,0.7,0.0,NÃO PRESENTE
a47dc00beaa00a4bb77bbd6b37afcce7,0.3,0.0,NÃO PRESENTE
3a3ebe2cd04f80cdbebe5bae8498f9eb,4.0,0.0,NÃO PRESENTE
9f274e5370c11a7273e8ec0cae9af3c7,2.6,0.0,NÃO PRESENTE
35f407431c27887475e7510f7d33ad54,5.5,0.0,NÃO PRESENTE
300d01a6641f9eb23a8631ab19165444,7.8,0.0,NÃO PRESENTE
bf9339de7c16437a862b7ac5fa2fe26d,5.1,0.0,NÃO PRESENTE
cad843ea7820044687e293ee3a224c53,1.6,0.0,NÃO PRESENTE
481fd125bdcaaa40328e00b6ef6ba667,8.2,0.0,NÃO PRESENTE
9f97ba6c020075a3d560f13fb1ce9340,6.3,0.0,NÃO PRESENTE
05184d765bb9ed2d66eb61cb7f7c3401,5.1,0.0,NÃO PRESENTE
16018aee03abfb2b24f0424e6e695809,6.2,0.0,NÃO PRESENTE
ab0c6e3be8e0e97f5d6c9aa5d80e2ced,0.0,0.0,NÃO PRESENTE
3823cea6efa52d2cb787691fdee46392,0.5,0.0,NÃO PRESENTE
ef81071354d6a8035cabed97942d2277,5.5,0.0,NÃO PRESENTE
b243e387f7752e7b06fcf9440304b395,1.6,0.0,NÃO PRESENTE
a5d6e21a22c6d8586896b2460ad13c58,4.0,0.0,NÃO PRESENTE
fbc5f861aacf07f8af2ce81e127793a4,5.0,0.0,NÃO PRESENTE
8dd1c382e507f68d90297d7ca99d9474,3.4,0.0,NÃO PRESENTE
f529e2ffe250792e1e26d1588ff7fa7c,5.0,0.0,NÃO PRESENTE
6c72a289795e4103aad85f732a026fe0,1.0,0.0,NÃO PRESENTE
4abaf0cf2f69ab6dbe502156657c651d,2.8,0.0,NÃO PRESENTE
c8b33ee51c2b50c5f4dc4e967cc59d0f,0.5,0.0,NÃO PRESENTE
7129beb99ff37df250fe1c5c14e86b4d,0.8,0.0,NÃO PRESENTE
9e9bcd64b93ba8080628812e820ba785,5.8,0.0,NÃO PRESENTE
25e72380d19a36c70d950f9470d3d248,4.6,0.0,NÃO PRESENTE
356fbc53b3ef7e1370361041b4c5b73f,6.1,0.0,REPROVADO
117087e69d4f8b47654aa6c7ab4ecace,0.8,0.0,NÃO PRESENTE
c372b3312f207a401b7ae479e8c367bf,4.0,0.0,NÃO PRESENTE
034a1bd35a241400cec8a2268261f8a0,0.6,0.0,NÃO PRESENTE
3bc0f63f19748c5e8ff8d720b455c16a,0.0,0.0,NÃO PRESENTE
d544c364ec944408a71eef9f2a07f1b0,1.0,0.0,NÃO PRESENTE
6811eaff43bb8670d331f2b3b0c6e22a,5.0,0.0,NÃO PRESENTE
fab8a2387385f4bb66ab19c674aa51ed,6.2,0.0,NÃO PRESENTE
3faa34c8bb36c3be2d964f4e1b1ac7c9,3.8,0.0,NÃO PRESENTE
f46d03f1cc01ab166cf420e7c01fb776,0.0,0.0,NÃO PRESENTE
67b74ef2e3c07f8019045ad41c61507c,5.0,0.0,NÃO PRESENTE
3084fa32eb3e8b0e7b9446146869dcf3,1.0,0.0,NÃO PRESENTE
ce415c28c8c30faf44c012614be023e0,0.6,0.0,NÃO PRESENTE
c7c989fb54ea672721a7b0a472564834,0.0,0.0,NÃO PRESENTE
666c6be78c460317959507c75ce77a87,6.8,0.0,REPROVADO
2bcc31a0f264f978e4c25bd922eb050b,0.0,0.0,NÃO PRESENTE
bb7a73a7f4b8342ad2c6bf997a07ceab,0.4,0.0,NÃO PRESENTE
7add1178243b92747de75c9035e7ac77,0.0,0.0,NÃO PRESENTE
3c8002bb6a6599e827c13712921fed42,0.3,0.0,NÃO PRESENTE
0b52d1db0056ccb42f0bea80b8f7d8f5,0.4,0.0,NÃO PRESENTE
7618d9d97e7289e98b30c665a7c0ef4e,7.3,0.0,REPROVADO
d23004c57c5715620a303e9c345af4f3,6.0,0.0,NÃO PRESENTE
ad0c03eb618ebea78c39b9b6f77e1dd8,0.0,0.0,NÃO PRESENTE
265dbbd72f3a65bb438c76517d8553c5,0.3,0.0,NÃO PRESENTE
5fa7a2dea1d682eb0e125f1167b31306,9.3,0.0,APROVADO POR NOTA
479642ad41cc2d3b711cd9732e59f4ba,0.0,0.0,NÃO PRESENTE
a1ce9c41729f90f2a4568d43c9cb2fde,1.9,0.0,NÃO PRESENTE
676f517715cad7b5aecc3f8b6dd3d891,0.0,0.0,NÃO PRESENTE
7b259b60ea4165b1eff941cbef2f9710,0.0,0.0,NÃO PRESENTE
6123ee88c9ccdc1b30e7c99a8afef8bb,4.2,0.0,NÃO PRESENTE
b2563fb7cb7df72e6efe55e172de862b,0.0,0.0,NÃO PRESENTE
4fedff2a70607dea5facca463b8492bc,0.0,0.0,NÃO PRESENTE
06c1f690694b065a86e4a5791ba9607e,5.0,0.0,NÃO PRESENTE
b39d20736b25df518147fa465fda82fd,0.0,0.0,NÃO PRESENTE
bfbad8c3687c2d63ddedabccd4f5c887,4.3,0.0,NÃO PRESENTE
84479c304ffbbab6f2367679f7a3fe7a,5.2,0.0,NÃO PRESENTE
47659487bcf28fed93f8e8784810201b,5.3,20.0,NÃO PRESENTE
2a3d53ad91f1678c9c67af3b6ac44c0d,0.0,54.0,NÃO PRESENTE
b82fa53a275ceeafd86038ad56588731,5.9,4.0,NÃO PRESENTE
14cb62879b2199f384df2a5a40fe2ea1,6.6,2.0,APROVADO
f555f2f36c734ce464abe7c724ea367d,6.0,2.0,APROVADO
b666307f775df944c45c7fa49f680017,6.2,18.0,REPROVADO
099666cc6876aa6e0595baf6df5b6d04,5.0,14.0,NÃO PRESENTE
621ba559bad5f500e05f4a6ca707566f,7.7,4.0,APROVADO POR NOTA
6b3810b2b9f6da7c3a0533882108f516,5.9,10.0,APROVADO POR NOTA
2b45fd2e67eb397148f110a77bd90850,4.7,18.0,NÃO PRESENTE
f318ca81231a8e38a11093471e7990ae,0.0,56.0,NÃO PRESENTE
598e2b0886e6d27a8cef0a11acd3c43b,6.5,16.0,NÃO PRESENTE
9c2f4a51c69d9751be62992ae6d6fbed,1.8,16.0,NÃO PRESENTE
b2a3b8b6a4616e6b8895975495676811,0.0,66.0,NÃO PRESENTE
876e18ece8bb676ac30f8ec3c20a5c95,5.2,2.0,APROVADO POR NOTA
fa4f2fb128e8fe48832f9c2ad72b6438,1.3,28.0,NÃO PRESENTE
f4965550742836da9f67df3f9e613344,7.5,16.0,REPROVADO
be39383f7a9bbf327d75c08626395077,7.6,8.0,NÃO PRESENTE
da769fa737782b392bc7a0ec147b83e9,5.1,12.0,NÃO PRESENTE
271b67689685e4b732e826141ef5dfcf,0.0,78.0,NÃO PRESENTE
220682c2deb368eda6a04705b044976d,0.0,66.0,NÃO PRESENTE
57a93a8b219db2a3c79c4b798d047b57,0.0,32.0,NÃO PRESENTE
635bbdb86c61dc206d7fd97e46d8b4f1,0.6,10.0,NÃO PRESENTE
c3c0551b98b1d1acf75a0079afb53a2e,0.0,78.0,NÃO PRESENTE
f951932067b490e6c17d04efa36c9116,0.0,62.0,NÃO PRESENTE
d70c8d66aafb62772344839c892092d9,1.9,30.0,NÃO PRESENTE
e5f17a8fd245792fe28355afd3860d77,4.4,14.0,NÃO PRESENTE
a12559e00332ace59643cc4ed47eab29,0.4,44.0,NÃO PRESENTE
96c83b445720e6dbe0e45af8af8dcce3,0.0,14.0,NÃO PRESENTE
bc64972864c9e661f158d31770e9c221,0.4,10.0,NÃO PRESENTE
00a54c3ed49fdd50c7dd248458255e17,4.8,6.0,NÃO PRESENTE
58fcc691da43057d035b0582d48f6316,3.1,14.0,NÃO PRESENTE
05d70eeca172396d4c84358a81731973,6.5,12.0,NÃO PRESENTE
d1e0a113c39fd53274b80b4302cc8991,0.4,68.0,NÃO PRESENTE
02cf330969c7464ffe15d81a95a7818c,1.6,8.0,NÃO PRESENTE
c6a0f2ba06a1b53e02465468c10f7300,6.1,2.0,NÃO PRESENTE
8fff3d94274f15867c5f5855fc06355d,0.0,76.0,NÃO PRESENTE
d99448d4a13aa4628de1176ab7d88fd3,0.0,76.0,NÃO PRESENTE
53ed7d892bf3d12839890749e54b6ae4,1.0,34.0,NÃO PRESENTE
d362e577a0eeda8b3be7ba1896b60d12,0.5,62.0,NÃO PRESENTE
ce2ac170cdb69807cde050a7a0f6d742,1.8,46.0,NÃO PRESENTE
a078dd12291e4eefacb6f08ade50ae37,3.4,26.0,NÃO PRESENTE
577da0608c42a775119cbc564e048996,3.6,14.0,NÃO PRESENTE
f49dfb90dd9497cf743b7ac31b684a30,4.3,8.0,NÃO PRESENTE
25c8907b429c654ed810ca9031c14549,4.6,8.0,NÃO PRESENTE
56d373fa3f5c73e79e9925eaaff3657a,6.9,20.0,APROVADO
41e1fcc78f4db5215d2fb803d7b4e3a0,6.8,14.0,NÃO PRESENTE
5db059acfcb9cbeb9863e3f1f7e4b5c7,0.0,44.0,NÃO PRESENTE
d77c6747ff9879bd7a26a62e951a4c2d,6.0,8.0,REPROVADO
44a857f17d80b92c31db3238ca68546f,1.4,12.0,NÃO PRESENTE
501f8eb5893c11b7a9ee709a83f1b7c6,0.0,36.0,NÃO PRESENTE
8dce09240a79ea99680685d547ac4a02,5.8,24.0,NÃO PRESENTE
2104fb6cbe10576ac5ddc862b5753dd4,0.3,46.0,NÃO PRESENTE
e1bd139d3cbc63c74be71fb459476a43,6.8,4.0,NÃO PRESENTE
e37b019122620ad9adade87b0e337bb2,8.9,26.0,NÃO PRESENTE
18d1e0ccac3b5cfbd10e0a3b275c61b7,5.6,2.0,NÃO PRESENTE
c26cd903510cc6a8dc66d37ce64380c3,6.3,14.0,NÃO PRESENTE
04fb75c070d17242709dfa78bcac3ef1,7.7,4.0,APROVADO POR NOTA
fbc407e988e6b58667767cee715d481e,7.0,6.0,REPROVADO
b40040cbc1980a060f3d16fd17bd5264,7.6,6.0,NÃO PRESENTE
f34d27ef2bff25c847f02722b7b02d2a,7.3,6.0,NÃO PRESENTE
b3e7ddda883824a07795e6e7f9e2fabc,0.0,62.0,NÃO PRESENTE
71f15aab6e1e88509fb304b3aba2483d,6.7,14.0,NÃO PRESENTE
24cd670f269f9f17847edcc2c6546207,7.3,0.0,APROVADO POR NOTA
ddd63e66673b4884bcfe4b3e465db5bf,1.2,52.0,NÃO PRESENTE
4b8a64737e22ca54e535afd6fc3614ee,0.8,8.0,NÃO PRESENTE
5335b1b77105eeb231ac949eb1d736f4,4.6,6.0,NÃO PRESENTE
fc92eefe819de039413b2b07d8596f9c,0.3,60.0,NÃO PRESENTE
7a98628253f4b17b684f1b5ba5603850,0.0,76.0,NÃO PRESENTE
420e7d3d3309019bf34e73ab6575d6e5,0.0,78.0,NÃO PRESENTE
27328215eca498a8ce55ecbba9a60986,0.0,54.0,NÃO PRESENTE
5c900b53f34e1c0e31af28d0d622c685,0.0,80.0,NÃO PRESENTE
7e5ca7f02644d2a41d4f5cf1dcf075b8,1.6,16.0,NÃO PRESENTE
08b77fa2462a3aebce35d958923d2842,2.5,10.0,NÃO PRESENTE
9bfd982e842858e89f750f9779b7e246,0.0,62.0,NÃO PRESENTE
39a1ffe9ecda521d7dc15bfbc2b0fafc,0.8,26.0,NÃO PRESENTE
928550432c6cb9cc185e0b6242340f0d,4.7,6.0,NÃO PRESENTE
d86fbedbeee0338b38c00379e8999b0c,1.2,28.0,NÃO PRESENTE
bcba1cbcfc588fc6db184c0a330490ff,6.8,8.0,REPROVADO
ef481894d78fd5c4b9d43732cd0fecf9,0.5,16.0,NÃO PRESENTE
2575aa584677d7ddeb037df6ad280bf5,0.0,78.0,NÃO PRESENTE
69962cdf77dfab3997d93cd74047a699,0.0,76.0,NÃO PRESENTE
4bc157dc3b974c73aa5bdb5b7615df87,1.4,44.0,NÃO PRESENTE
68d05737876f15db3f99a44924d0db8d,0.0,64.0,NÃO PRESENTE
cc866bf2f41cb6cfcdffc221161cc866,0.0,78.0,NÃO PRESENTE
879c76759288ccf9f25e5e25700e8e88,2.4,58.0,NÃO PRESENTE
a734c676794e87f46eced69b68a87330,2.5,2.0,NÃO PRESENTE
f87647a280ca1c5798d0ac1c892b57dd,4.5,6.0,NÃO PRESENTE
f26deccb73cd0c2be3128783e1e150bd,0.0,80.0,NÃO PRESENTE
da2daea48eb9453585685a4adbd651d4,0.2,60.0,NÃO PRESENTE
2a9590c18fa91de4bca5d292430ecb0a,2.0,16.0,NÃO PRESENTE
2b68e8bb4be0210ec214bde1e8244ef5,0.0,60.0,NÃO PRESENTE
94226a78569b17bf68904a50759fe802,4.5,18.0,NÃO PRESENTE
695ed4afd6b4469cdc99cdb61c8cbece,5.5,10.0,REPROVADO
8de724670f738e3c8812c245a9ed9785,5.2,16.0,NÃO PRESENTE
eb191a6e663a9af88e963ccd434c44f1,0.0,60.0,NÃO PRESENTE
551afbfcbc7f150ae094754db57488ed,0.0,78.0,NÃO PRESENTE
2e20238084556f29a8490180c7be669f,0.0,26.0,NÃO PRESENTE
84645c920f7c51b85038e2088d4135e8,1.0,6.0,NÃO PRESENTE
eb02c0ee242a8ba8d7f9ea9e44b01769,5.9,4.0,NÃO PRESENTE
f732b5d0e9d0ac617e92bbffc734488a,0.7,12.0,NÃO PRESENTE
cf61990c5151d62393dc0bcc4e9500b2,0.7,8.0,NÃO PRESENTE
ddae6f276d5ee6ae2ff88f406dfd13c2,5.4,0.0,REPROVADO
79856f82bd2fd4615de49ff7815d65c3,7.6,0.0,REPROVADO
e6af2a842ef331abbc480318f415cffe,0.2,4.0,NÃO PRESENTE
9996c97cba8bdcf844d94422ace19ddc,5.1,2.0,REPROVADO
1cf281b09dc62692431ea335b7def816,3.5,2.0,NÃO PRESENTE
c8146b8b40eb33b3cc008b2e867b2533,5.5,2.0,NÃO PRESENTE
b014e13c7ee83d2351fa0e9bf3de34f1,0.0,2.0,NÃO PRESENTE
e0319127fb8d38bc1d1cfd0ab51188fd,3.2,0.0,NÃO PRESENTE
9c437c4583fe497276f588787c5e3081,0.0,2.0,NÃO PRESENTE
2334cb9aa8a3865e201728c2f7d88e72,5.1,0.0,NÃO PRESENTE
4b160c489912a39aa3725ed9f43b35f6,8.3,2.0,NÃO PRESENTE
f20d31f5ab58a07c052e8144580d0681,7.2,4.0,REPROVADO
a7309c7fc5c95994201e74eb009acc99,6.1,12.0,NÃO PRESENTE
5c01f9ed2d71f52e137c9638a2091391,5.1,0.0,NÃO PRESENTE
8992aa4694cbe804081fc18bb4a3f97c,0.2,4.0,NÃO PRESENTE
8dce0346fbe5b40733e43eb95356ef91,0.7,2.0,NÃO PRESENTE
eb33a64578b9d3af3d76eba52d2bfe0b,0.0,20.0,NÃO PRESENTE
51b9b10f225708300f9ffd4f47e8d99f,5.0,8.0,NÃO PRESENTE
55c7438b3f4bc7507ba79be0f62e2514,0.2,8.0,NÃO PRESENTE
e2b78f39b2ed08a3059acc01108c6011,0.0,10.0,NÃO PRESENTE
1a1dd5fba52c87f66625abbc279df472,0.4,14.0,NÃO PRESENTE
7013e07a0593e739871337b3ee6b511e,2.9,10.0,NÃO PRESENTE
b1c238f363348cccf2eb37513e762747,0.9,4.0,NÃO PRESENTE
27de36db5740d1bc3b2c6a316e19eed2,0.0,30.0,NÃO PRESENTE
f688dbe4f6e974e28d4b26e9813ac131,0.0,14.0,NÃO PRESENTE
103d1e6c5d7ce36489c22636f870224d,0.0,14.0,NÃO PRESENTE
6819740b24498d45fce0bf7a10c7b9e5,0.5,2.0,NÃO PRESENTE
8ed9cce822d553d122fdc72fabf9fe5e,0.2,10.0,NÃO PRESENTE
a2c724d938f41675f3083e209a87f427,1.9,0.0,NÃO PRESENTE
cf0b18194cbc1316554d6bfa0062069c,0.0,6.0,NÃO PRESENTE
0a9d3deed209bd1537cdf017774360f5,0.2,4.0,NÃO PRESENTE
b012dabd7833f9270c565a34cee00222,1.3,22.0,NÃO PRESENTE
d2bbd458d72e05022a5234156c83f357,1.3,6.0,NÃO PRESENTE
8056c7a0d08257ee2d7dc2313583aea7,2.6,0.0,NÃO PRESENTE
9dc91716a01fc69c18394068215feb4d,1.4,0.0,NÃO PRESENTE
51bb53dc8ccbe469c887f68d1ef0ab72,1.4,22.0,NÃO PRESENTE
de60947862f25bad2a4a0ca3e7b0f96f,1.5,4.0,NÃO PRESENTE
3c244d2cecccf29d398b7e9e1f0467c4,6.6,2.0,APROVADO
6c9506577112f0d7038d7d1fd0e061b6,0.2,4.0,NÃO PRESENTE
dc1df02b52e2342b9ad3cdf796fe1287,0.3,12.0,NÃO PRESENTE
a6822920cd2bc1f30dc18cc51c8ae695,1.1,4.0,NÃO PRESENTE
94bfe2004fe7c9dad24f5ad9a25c92cd,1.0,10.0,NÃO PRESENTE
6e531d2ca2782cd8b7affd5d91f22d60,1.5,8.0,NÃO PRESENTE
ea1aecb1ff425d0c633c0a8b38c51403,0.5,4.0,NÃO PRESENTE
adbc15954c00346a414f05555d1eabdd,0.9,6.0,NÃO PRESENTE
efb4a6d3e83e3c8612d811fd1f2da9fc,0.0,14.0,NÃO PRESENTE
13555fca00fc37e2e218b84a019833bc,0.0,30.0,NÃO PRESENTE
38c4f044600a2169fbc79cfd0e789f5d,3.2,0.0,NÃO PRESENTE
abe06fe4287a886d52fc0e464cbe9819,0.0,30.0,NÃO PRESENTE
e26dec6b0504da3c5774a276d6220c3f,0.0,30.0,NÃO PRESENTE
327d02f58a80173dbcd94ee8c8bd2ff7,0.0,20.0,NÃO PRESENTE
9a15efbddf92273a71901b3ba9df0be4,0.0,30.0,NÃO PRESENTE
a915e58933f8d65efe9c7f7f63e3238e,0.0,30.0,NÃO PRESENTE
bc6dc1b345f371e294aae2468ea77cbe,0.7,10.0,NÃO PRESENTE
07b5ef0dd8225f1377adb5568bdd8906,0.0,10.0,NÃO PRESENTE
26ba77ae6f7ed37b269c008e332e1464,0.0,2.0,NÃO PRESENTE
c6a702e2b7c9d3079bf775b7d38cc6db,0.0,20.0,NÃO PRESENTE
af5ab9d6a57f83bcc75d6ff056277b13,0.4,8.0,NÃO PRESENTE
83df4d2786d88412653ad856e43e8523,0.0,30.0,NÃO PRESENTE
aeeadcb75663508da2ead92405c040c7,0.0,10.0,NÃO PRESENTE
fed8da2d9ec9bf4d505a3a391cd015cf,7.4,12.0,NÃO PRESENTE
6df26a9893c976fe1af1234721d9063c,5.2,0.0,NÃO PRESENTE
8ac1b097a69a3dd137e38760a2ad9812,6.8,2.0,NÃO PRESENTE
7ec92bcb7a04239922bbdcfff19bc125,5.0,0.0,NÃO PRESENTE
dd268661f370327876c742bd5614896e,0.0,6.0,NÃO PRESENTE
18f55869f626afaab2b9081785e29302,5.8,0.0,NÃO PRESENTE
448cf73f2466c042e53676897f301be6,0.8,8.0,NÃO PRESENTE
de1ea7d72a15a620405667e7567c9ea9,5.1,2.0,REPROVADO
0dd0c240ccf4d95b00fc584ddbf8a019,1.0,8.0,NÃO PRESENTE
1ec24b6788a590734f7a92ac2da1fdeb,5.5,2.0,NÃO PRESENTE
263266c11b805bac4bf8876b880feee2,5.8,0.0,NÃO PRESENTE
01c76c67ac828f6a1f607696d80e6406,5.9,0.0,NÃO PRESENTE
fa57b26fa87ed08902bd853b670f769f,1.3,4.0,NÃO PRESENTE
981d90c72a94d0d8f5e75374a1655b23,6.3,0.0,NÃO PRESENTE
0f427461ab5c1a239e9b4bcb94dd7d02,5.5,8.0,NÃO PRESENTE
7f7e6b96c9a901a9894dbadfc7012261,5.0,8.0,NÃO PRESENTE
90f92f94e9115db219dab765d171a31a,0.0,20.0,NÃO PRESENTE
c5bb2a00d9d0f2b288c76023ff79b141,7.1,6.0,APROVADO POR NOTA
479c9fb650c37f2ea3d985a759919f59,5.2,0.0,NÃO PRESENTE
cc71821470ee0c2f8e89ea82b96fa240,5.0,0.0,APROVADO POR NOTA
b50f106dcf89d24f9ff1aa9c9e47a003,6.3,4.0,NÃO PRESENTE
15f39d916182589675a12017ef7e2614,6.0,0.0,NÃO PRESENTE
bb65c4b65dd0e26cdd7b455eba13e42d,6.0,8.0,NÃO PRESENTE
49338a89830200c4a074ec03c6d29966,6.6,0.0,NÃO PRESENTE
2061e5f161ed0734a85667bcb43782c4,2.2,6.0,NÃO PRESENTE
be611485afb2c949e6f8375446c32794,2.0,2.0,NÃO PRESENTE
87cd476d986b2241f24dfd70add7dffe,7.4,2.0,APROVADO
674862b52bd764aa0fabcf91207f17ca,1.9,12.0,NÃO PRESENTE
a7685fdda9f56d4dd2d63ca8bfee4646,0.5,2.0,NÃO PRESENTE
94f261e9b1647797f2fed7a4e472253a,0.2,10.0,NÃO PRESENTE
09c2c7a5d5b6b0d7cc2879a115a49c6d,4.1,0.0,NÃO PRESENTE
8b5fea403525b6f7d179152ef438c5ef,7.9,6.0,NÃO PRESENTE
431b558012555deadbde5b40c0e291bd,0.0,6.0,NÃO PRESENTE
dc19de76e316b0dc178b3852089af606,0.0,12.0,NÃO PRESENTE
4543d3d954a3acdcbaa3e7911cc0afcb,1.7,14.0,NÃO PRESENTE
9236e9950dbc8650209f2274f61dcd0b,0.0,18.0,NÃO PRESENTE
29f03f1ebf21842dd49d862369445b5c,0.0,24.0,NÃO PRESENTE
d30977f1549a49784f645b1db2fa7bbd,0.0,12.0,NÃO PRESENTE
b64ea6fce3c926b80ce46585a041cf9e,1.3,2.0,NÃO PRESENTE
47dfc6a051e5351b088aad9e4bbafa7b,0.0,2.0,NÃO PRESENTE
3b8e0c526bca3b9fdb6d4e238dec5a78,1.0,4.0,NÃO PRESENTE
b8ab876abe168c84b912310f7e3289c8,2.6,0.0,NÃO PRESENTE
b62e5989aa51afc09ed0652b62a76ceb,0.2,4.0,NÃO PRESENTE
7fac4b9c32b972f864d05d2d91193477,0.4,4.0,NÃO PRESENTE
1e6246ee6397d45e3b45ba4b7612f39a,7.1,16.0,NÃO PRESENTE
16b084c3bc96e44a2d9761b8a8ec74c1,0.0,12.0,NÃO PRESENTE
0779f154ee3864180c9b7363facce667,2.8,4.0,NÃO PRESENTE
f560710457749885d765f4a78c7c5f11,1.8,6.0,NÃO PRESENTE
6f7f3260c1a0f508e561ff512f97dc2d,0.0,22.0,NÃO PRESENTE
61801fc3516e555501024ced1ef72037,2.0,0.0,NÃO PRESENTE
6f6052e39e4a26d60bd98771eed7d38b,9.7,0.0,APROVADO POR NOTA
82a011f917b97dc4bcb358aa2b0ce1b1,0.0,4.0,NÃO PRESENTE
40e02bbc697e1d1c5260a587671f15ad,2.4,6.0,NÃO PRESENTE
49984033a02601c40157f77fe14bb6c1,0.0,10.0,NÃO PRESENTE
52cd3bbe9c5a2fe6cee6928fadc5fc99,0.0,20.0,NÃO PRESENTE
91a7b065f3bde1144cf003414af0150f,1.6,0.0,NÃO PRESENTE
0be58d32e81ad9bd97608c2be69a9c9a,8.5,0.0,NÃO PRESENTE
b182ed932ac887692b694e444ecf23bb,0.0,4.0,NÃO PRESENTE
f8d4340e4de79b4fb0676889208ed508,2.3,2.0,NÃO PRESENTE
5885ef44adb942b77fc5004962a90c2e,0.0,30.0,NÃO PRESENTE
ee8644ad59cb358c7b62f798eba8bd10,0.0,12.0,NÃO PRESENTE
54bf292213ee66bf41baa03a3120408e,0.0,6.0,NÃO PRESENTE
914ce2eca513b234d40d7caefabd70ab,0.0,10.0,NÃO PRESENTE
