discente,periodoano,media_c1,faltas_c1,media_pre,faltas_pre,media_vga,faltas_vga,descricao_c3
c1b1fcdda0394117afddd1694c40f6df,20151,7.9,2.0,6.9,6.0,5.0,0.0,NÃO PRESENTE
211804c056490a41b4f3fc17880abc99,20151,8.0,0.0,5.1,0.0,2.2,0.0,NÃO PRESENTE
d79f2e298dd07814be85bebed07a5c23,20151,5.4,4.0,4.8,14.0,2.4,0.0,NÃO PRESENTE
dc2589fd7c01c6f790400051bea50ec3,20151,5.5,0.0,5.5,0.0,3.9,0.0,NÃO PRESENTE
71eeef6a85867448b8208deb3ca5559e,20151,5.1,2.0,4.8,0.0,2.3,0.0,NÃO PRESENTE
5c881692a4d8e50d3ebd3df4b0481664,20151,6.4,2.0,5.5,6.0,1.5,0.0,NÃO PRESENTE
2701eca88287df408f90977a16b1b7f3,20151,8.9,0.0,7.2,6.0,5.8,0.0,APROVADO POR NOTA
4e19e07a1c3faf993f6cca5b4bdb0326,20151,10.0,0.0,7.4,4.0,6.5,0.0,APROVADO POR NOTA
0ce0c13b394396ed3d2343bc2232fdca,20151,7.7,2.0,5.3,2.0,3.3,0.0,APROVADO
614edd352f260b3932afdb244a910b08,20151,9.3,0.0,8.4,6.0,5.1,0.0,NÃO PRESENTE
93888b22229b28e35ee9f89f2f207087,20151,0.0,16.0,0.0,52.0,0.0,22.0,NÃO PRESENTE
d0f9c1f62fb8f839cf8164fb9f09eda5,20151,0.0,14.0,0.0,56.0,0.0,24.0,NÃO PRESENTE
97003c340864c43efd055ead8b7a97c5,20151,5.0,2.0,2.6,16.0,2.9,0.0,NÃO PRESENTE
31b9af1926684ee76568dd22af494191,20151,0.0,10.0,3.2,24.0,1.4,0.0,NÃO PRESENTE
d775a0826fe7a5a1e8c14b3a8d27eb0f,20151,5.9,6.0,5.8,4.0,3.8,0.0,REPROVADO
969ea347cd100912dfe2030bc22f7084,20151,6.7,0.0,8.6,0.0,6.3,0.0,NÃO PRESENTE
9a15efbddf92273a71901b3ba9df0be4,20151,0.9,2.0,4.3,24.0,0.3,0.0,NÃO PRESENTE
1f28ca81530cdc8cc0c590fab7874d41,20151,0.2,2.0,0.8,26.0,0.0,0.0,NÃO PRESENTE
4eb15d6990e8fa75ea5431b1f2798564,20151,6.5,0.0,5.9,10.0,1.5,0.0,NÃO PRESENTE
3acd950c3817c22bc9b00a1ad7e1f09a,20151,0.0,12.0,0.0,54.0,0.0,0.0,NÃO PRESENTE
28712cd653dc653b2727e35bc529d6aa,20151,5.4,0.0,4.8,2.0,0.3,0.0,NÃO PRESENTE
ffc61fd42a8d25039dc556850380ad09,20151,5.1,0.0,4.6,4.0,2.9,0.0,NÃO PRESENTE
03ec1a20e965a9c4c6fd46a727db9e7e,20151,5.8,0.0,5.2,4.0,1.7,0.0,NÃO PRESENTE
27f432562c1806fe86b070f66a6a0633,20151,0.3,4.0,2.7,0.0,0.0,0.0,NÃO PRESENTE
ec9d555ebeba0a8df1efa76cc557f532,20151,0.0,12.0,1.2,8.0,0.3,0.0,NÃO PRESENTE
59ee909b3d6ccb760e011abbb51a03bc,20151,8.7,0.0,8.3,2.0,7.2,0.0,NÃO PRESENTE
bee28c9d0d3a84d7653d058e084e8581,20151,9.0,0.0,8.1,0.0,5.4,0.0,NÃO PRESENTE
2717ee3345f4819116dfcd8b8b195900,20151,0.0,12.0,0.8,28.0,0.0,22.0,NÃO PRESENTE
acb6977e5cfdab45bbc009a281abd49d,20151,7.1,0.0,8.1,2.0,6.3,0.0,APROVADO POR NOTA
e9a72541213fdfb6d4a98f67bebfa9c7,20151,9.6,0.0,10.0,4.0,6.8,0.0,APROVADO
25498a2ee0d5fa062e181d92fef57d06,20151,0.8,6.0,6.2,10.0,3.4,0.0,NÃO PRESENTE
c3e330d8c2f7dc1a156f0dfb6f2116dd,20151,9.1,0.0,7.5,2.0,7.2,0.0,APROVADO
924a8972db2f0dfe6117c2a04cc197b6,20151,2.7,4.0,2.0,16.0,2.5,0.0,NÃO PRESENTE
ba7994703d573d19c345cb54d8f27712,20151,0.0,8.0,3.4,6.0,1.2,0.0,NÃO PRESENTE
29092a1427cc786979d4ede034c74e33,20151,1.1,2.0,1.1,26.0,0.2,0.0,NÃO PRESENTE
1a87d52339adf0a90b4af65cc6c186f1,20151,0.0,14.0,0.0,56.0,0.9,0.0,NÃO PRESENTE
18d45c5ecc1cec26fc47d5ac5d3ca540,20151,0.0,14.0,0.0,60.0,0.0,24.0,NÃO PRESENTE
07bd976bd438e52ef93676a9c3f09b53,20151,0.0,2.0,3.5,10.0,1.3,0.0,NÃO PRESENTE
52a6777da469b74c3dc8c9ad7b0cc190,20151,0.0,12.0,1.5,46.0,0.6,0.0,NÃO PRESENTE
b318e18150153322afff8a4187742c93,20151,0.0,12.0,1.7,28.0,0.0,0.0,NÃO PRESENTE
451d5a9116847b282ab4f2be6d8bd2a6,20151,0.0,8.0,2.2,6.0,0.1,0.0,NÃO PRESENTE
da2daea48eb9453585685a4adbd651d4,20151,3.6,0.0,4.7,8.0,0.7,0.0,NÃO PRESENTE
f9d8e197e62f16d20a790f1de44a0706,20151,0.0,10.0,0.0,52.0,0.0,22.0,NÃO PRESENTE
6d882990c7617e2f1d3456e027205bb6,20151,0.0,14.0,0.0,56.0,0.0,24.0,NÃO PRESENTE
410e0b77da6543dd5394aaf611883306,20151,0.0,14.0,0.0,66.0,0.0,0.0,NÃO PRESENTE
deccb77cc29b2a6923bb5f0992a24570,20151,0.0,12.0,0.0,32.0,0.0,22.0,NÃO PRESENTE
470dd719c2f86074f0e4a832af103f39,20151,0.0,8.0,6.0,14.0,0.0,0.0,NÃO PRESENTE
0176a92fcc52c45d510b3410e9648aff,20151,0.0,10.0,5.3,16.0,1.9,0.0,NÃO PRESENTE
5a83265263b4d2fdc9311f45349fd7c4,20151,1.3,2.0,5.7,12.0,1.8,0.0,NÃO PRESENTE
d7242bd73fe3900eb88d15fb8eb1e39d,20151,2.3,0.0,4.7,8.0,0.6,0.0,NÃO PRESENTE
46fa453a226082047c08dfa9f2fac0ab,20151,5.0,2.0,5.5,6.0,1.8,0.0,NÃO PRESENTE
facf0297afeda6ab03efe2d40353fb33,20151,3.0,0.0,7.2,4.0,3.9,0.0,NÃO PRESENTE
d065952c94658a3f3b3b96a593d2c578,20151,0.0,6.0,0.7,54.0,0.0,30.0,NÃO PRESENTE
40204932e352f2e662f2a7819cc2d1d6,20151,6.2,0.0,6.4,4.0,5.6,0.0,NÃO PRESENTE
1e9bd8ca9fea9755326f15d62936052d,20151,0.0,10.0,1.4,20.0,0.4,0.0,NÃO PRESENTE
55ca647e74b4dbc1e94f1b8e4b6be687,20151,0.0,10.0,4.3,28.0,1.1,0.0,NÃO PRESENTE
ba1e8da757c3ea66715a10c50141b69a,20151,4.7,0.0,7.1,0.0,3.1,0.0,NÃO PRESENTE
f3bebda1fbd7700ada8b59e42bf6d633,20151,5.4,2.0,6.1,4.0,4.9,0.0,REPROVADO
acede6b027a0abbdf63d63f617330a90,20151,8.8,0.0,8.6,0.0,8.0,0.0,APROVADO
4bdb15b5b4445038fb4e7f6506f411b3,20151,0.0,6.0,5.4,16.0,0.3,0.0,NÃO PRESENTE
14acbe97ed3f5e0c32de0f02f2023d01,20151,0.5,2.0,2.3,10.0,1.1,0.0,NÃO PRESENTE
7fc54ccb56e2bb15f2cedd3a54b0782e,20151,9.2,4.0,7.5,14.0,7.3,0.0,REPROVADO
f4bc7f53adbc18328e1eb75fff7cef82,20151,0.0,4.0,4.9,12.0,1.7,0.0,NÃO PRESENTE
d1767e95b12bf9d41d1f8c1c75c2c05b,20151,5.7,0.0,4.1,0.0,4.4,0.0,NÃO PRESENTE
79aeeebc1f3fa75bd275a92ed1aa601c,20151,5.8,4.0,5.5,4.0,5.1,0.0,NÃO PRESENTE
676f517715cad7b5aecc3f8b6dd3d891,20151,0.1,8.0,2.0,16.0,0.0,0.0,NÃO PRESENTE
034674167a5688ebdd28a2bda2a707ab,20151,0.2,8.0,0.7,22.0,0.0,0.0,NÃO PRESENTE
b665957b0c343149f506de212b029399,20151,2.9,2.0,7.6,6.0,4.0,0.0,NÃO PRESENTE
aa79accc176399bbc6f1316b3b8f88a7,20151,5.6,4.0,7.5,2.0,5.8,0.0,NÃO PRESENTE
c1fed20ade974eb4ac1d57b9ce661dae,20151,3.4,4.0,1.1,24.0,0.7,0.0,NÃO PRESENTE
3f2ba6418c387de5e156271857752cda,20151,4.0,0.0,1.2,0.0,1.9,0.0,NÃO PRESENTE
2fda0e43791737ab2e078c1325f3b439,20151,7.4,4.0,7.2,6.0,4.8,0.0,NÃO PRESENTE
af90564497ed8d6bfbd01adc996de699,20151,0.0,44.0,0.0,22.0,0.0,0.0,NÃO PRESENTE
0f2ad2712ea111869052396fd27a5d2c,20151,0.0,0.0,0.0,36.0,0.7,0.0,NÃO PRESENTE
35730ce2219612b601bc94818ea4ede1,20151,10.0,0.0,10.0,10.0,7.0,0.0,NÃO PRESENTE
7a360e8fae799d39bdcc132d3d1c0109,20151,0.0,0.0,6.0,10.0,0.2,0.0,NÃO PRESENTE
3f80553a4c767e30ec9c3f676f205efe,20151,0.0,0.0,0.0,40.0,0.0,30.0,NÃO PRESENTE
b74ce5385e74daab30954772015ae198,20151,0.0,52.0,0.0,38.0,0.0,0.0,NÃO PRESENTE
4eba70091eb1f75c110a7360dc04ff3e,20151,0.7,0.0,0.8,18.0,0.0,32.0,NÃO PRESENTE
745f02f12658b9f6e07f6979fea3f262,20151,1.3,8.0,5.0,0.0,2.7,0.0,NÃO PRESENTE
f318ca81231a8e38a11093471e7990ae,20151,0.0,30.0,4.0,0.0,1.9,2.0,NÃO PRESENTE
6360ce81e659feee39452aa8cd111beb,20151,0.0,30.0,5.3,0.0,1.8,0.0,NÃO PRESENTE
6b6dd664489f264b37b3a40d51fb1574,20151,0.7,4.0,2.7,0.0,0.1,0.0,NÃO PRESENTE
efb280e9480e84fcbb0518695b61cb80,20151,5.3,2.0,5.0,2.0,7.7,2.0,APROVADO
621fa53cd5bf23d9d8b300354f86fa4b,20151,0.0,20.0,1.6,6.0,5.6,12.0,NÃO PRESENTE
e513c185e788dec85722a68362bf2fbf,20151,1.3,4.0,5.7,0.0,5.3,0.0,NÃO PRESENTE
d258f7fb1f7e7afa8f7b25b295307c7a,20151,0.0,6.0,3.2,0.0,0.1,0.0,NÃO PRESENTE
91d42a40de6dda1a613af6df6554c418,20151,6.0,0.0,8.5,0.0,5.9,0.0,APROVADO
6a4f2fac0f765d6afd2ded58c3451987,20151,8.3,2.0,8.6,0.0,7.2,0.0,APROVADO POR NOTA
81a3053a6fb3f5e14f5763f63da44b34,20151,0.0,12.0,5.0,0.0,3.1,0.0,NÃO PRESENTE
d5986d7ca63fc1a0c90d2343504d2f1e,20151,0.0,42.0,0.0,16.0,0.7,0.0,NÃO PRESENTE
6f7da3c2639e508b9f1e38b4d96ba8ca,20151,0.0,14.0,4.6,0.0,3.0,0.0,NÃO PRESENTE
6c4c11a7234f32ba00e3674f8c54ba46,20151,3.3,14.0,3.2,0.0,5.3,0.0,NÃO PRESENTE
d09626a0649c83aaa14aee79a449e46c,20151,2.3,10.0,9.0,0.0,7.4,0.0,NÃO PRESENTE
46615d9eb7c16b0e51bf201c80687e3e,20151,0.7,28.0,4.0,0.0,1.3,0.0,NÃO PRESENTE
68168dc126a2a9b767d476c3869aa77c,20151,0.7,8.0,5.8,0.0,2.6,0.0,NÃO PRESENTE
e5930e3c2c83d80ef671058e553b96b9,20151,1.3,14.0,0.0,18.0,0.0,42.0,NÃO PRESENTE
68e9f1efcf62450334452b191596db9d,20151,0.0,16.0,2.0,0.0,1.4,0.0,NÃO PRESENTE
45a47afeab1718dc92e265fce31d29ff,20151,5.3,10.0,7.5,0.0,7.1,0.0,APROVADO POR NOTA
fa33216eec66570333dcf92214b5cebc,20151,1.7,8.0,4.6,0.0,6.8,6.0,APROVADO POR NOTA
9017c92029e2fdd9dfcb0c08ba85eb45,20151,0.0,18.0,5.1,0.0,3.0,0.0,NÃO PRESENTE
c9c4ba300915c0330eea4c8224d1e2aa,20151,5.7,2.0,8.4,0.0,8.1,0.0,APROVADO POR NOTA
4790d765e8bc57ff367de566c81292bf,20151,0.0,68.0,0.7,60.0,0.0,0.0,NÃO PRESENTE
4f2b70c3e815a9383e45bd43857569cd,20151,0.0,40.0,1.0,0.0,0.3,28.0,NÃO PRESENTE
a418e259bf7e6025265d48c7549fa5c1,20151,0.0,46.0,1.1,8.0,2.5,10.0,NÃO PRESENTE
1eb25359dc6828a91a8207eaa6d36fe2,20151,1.3,10.0,2.8,0.0,1.6,0.0,NÃO PRESENTE
62f3e4499b3c96184148fe3e58121e56,20151,7.0,12.0,6.5,0.0,6.7,0.0,APROVADO POR NOTA
caaf84a8870d89e05ae840a3e912b82b,20151,2.0,4.0,6.3,0.0,5.7,0.0,APROVADO POR NOTA
915e3a46a2b2d28ac3f23d6f799304fe,20151,0.7,4.0,3.5,0.0,6.8,0.0,NÃO PRESENTE
63b79ab45a1f05bc990aa36dfec3ddea,20151,3.0,0.0,7.8,0.0,5.0,0.0,NÃO PRESENTE
84a64c43b6093611c46a0bb4917bbe77,20151,3.3,16.0,6.1,8.0,1.3,0.0,NÃO PRESENTE
cdd50f2b80a5fc78469a32b858fa0e3b,20151,6.3,2.0,9.3,0.0,6.7,0.0,APROVADO
462b0f977a0510d690c38e2ea5e4001d,20151,2.0,6.0,6.3,0.0,6.8,0.0,NÃO PRESENTE
cd06dc6b2596fb33e9ff81765dffa47a,20151,7.7,0.0,9.9,0.0,9.1,0.0,APROVADO
bd990ef60f578ce72bcc0680b71b7e35,20151,6.7,6.0,5.0,2.0,7.0,4.0,APROVADO POR NOTA
58675f433ac3e8b70a6910664ddec3b2,20151,0.7,32.0,4.0,0.0,5.0,0.0,NÃO PRESENTE
293e2bcab7205170f948f9ad8fda116b,20151,5.0,2.0,7.2,0.0,6.7,2.0,APROVADO POR NOTA
b3a7be608ef030dd46363d446cfaf605,20151,0.0,14.0,7.5,0.0,5.4,0.0,NÃO PRESENTE
d17c63b3a90a9896ace1d48c7d62a3da,20151,0.0,9.0,0.8,0.0,4.0,0.0,NÃO PRESENTE
b00c526b3a53feecfcb0bf4a63e7dd42,20151,0.0,70.0,0.0,0.0,0.1,0.0,NÃO PRESENTE
c1edb0c1c857b807fcb6d1d5a42c409d,20151,0.0,14.0,0.3,0.0,0.2,16.0,NÃO PRESENTE
0dbb333b4fe19e83ab63dfd2fe09326a,20151,7.0,2.0,5.4,2.0,8.0,6.0,APROVADO POR NOTA
a2ae7dc9912b92875ca68cabd081daea,20151,0.0,5.0,6.0,0.0,6.2,0.0,NÃO PRESENTE
d97d8dd25b752b68d606a92e85e2dcd7,20151,5.0,8.0,2.2,0.0,3.8,8.0,NÃO PRESENTE
b69038f3edcdef45f314fbb69933d99d,20151,0.0,8.0,1.7,0.0,2.3,2.0,NÃO PRESENTE
fee2b7014d90b7079c99c722e07d131f,20151,2.7,8.0,5.0,0.0,3.4,0.0,NÃO PRESENTE
d204847d08ac84726ed2e8b00437f902,20151,0.0,68.0,0.1,0.0,0.0,0.0,NÃO PRESENTE
0e64b3e19b1394927a0b8574d6397628,20151,0.0,24.0,1.5,0.0,3.1,12.0,NÃO PRESENTE
4e03c1d6e51c2503b70af037b32ca22a,20151,0.0,66.0,0.0,0.0,1.8,0.0,NÃO PRESENTE
d4de6f9901c8aa6bc94eedd2742f7df7,20151,0.0,54.0,0.0,0.0,0.6,0.0,NÃO PRESENTE
1a87b7b8ce99d9fe7da237dcee38a45e,20151,0.0,70.0,0.0,0.0,0.0,6.0,NÃO PRESENTE
cad9ac4ff19643e0c320620d1df1543a,20151,1.7,18.0,5.5,0.0,5.8,0.0,NÃO PRESENTE
faff472b45bba63a5f9297a5e6cc5cdc,20151,0.0,8.0,6.2,0.0,2.8,0.0,NÃO PRESENTE
20c4916b504e33c30b695680b1e019a3,20151,1.3,8.0,6.8,0.0,5.9,0.0,NÃO PRESENTE
5c9ab39b0f2d05bc0975466ca4d34780,20151,0.0,54.0,0.0,6.0,0.2,28.0,NÃO PRESENTE
f9dcd591c40f75f650e6d8d60046c3e4,20151,0.0,16.0,1.4,0.0,2.7,0.0,NÃO PRESENTE
45218c2c8079cc44049514f6920d7465,20151,5.0,14.0,7.6,0.0,7.2,0.0,APROVADO
338e6fd637440cdf2901f4c96aa15f7a,20151,0.0,56.0,0.3,0.0,1.3,0.0,NÃO PRESENTE
c819db0e8c97954d75865359c45ca8f9,20151,3.3,6.0,9.0,0.0,3.5,0.0,NÃO PRESENTE
f6216f182a2340b984c1c2e3a95d2dc6,20151,0.0,30.0,7.5,0.0,6.2,0.0,NÃO PRESENTE
bde588323beba1b0fa7534086f857705,20151,0.0,12.0,5.1,0.0,5.0,0.0,NÃO PRESENTE
28c40afd4b7acc13b53c102e88d568c7,20151,0.0,16.0,7.8,0.0,7.0,0.0,NÃO PRESENTE
6db180d9986653ab220fea5fbf6a908e,20151,0.0,66.0,5.2,0.0,1.3,4.0,NÃO PRESENTE
b799fbf8f68640f072456eec953f1934,20151,2.0,14.0,6.7,0.0,3.3,0.0,NÃO PRESENTE
d903aa4840276efef32badaa777ac42a,20151,0.0,16.0,4.0,0.0,2.1,0.0,NÃO PRESENTE
bf9339de7c16437a862b7ac5fa2fe26d,20151,0.0,16.0,4.4,0.0,1.8,0.0,NÃO PRESENTE
5e009bd7ffdcb272a35114e7e6ee97c1,20151,0.0,30.0,4.4,0.0,2.7,0.0,NÃO PRESENTE
c29f60413003055f6a1808be5263b6f9,20151,0.7,34.0,5.0,0.0,1.6,0.0,NÃO PRESENTE
6366a143a64a2a0d64be64aaf9594f30,20151,2.0,6.0,1.3,6.0,0.7,26.0,NÃO PRESENTE
e75778dcbdf4691b4c1c4aebdcaf6c30,20151,0.0,44.0,1.0,0.0,0.1,0.0,NÃO PRESENTE
d19c1e734467184d3e200ea47d1ee627,20151,7.3,6.0,10.0,0.0,8.7,0.0,APROVADO POR NOTA
e6b0a96e398dac42b1453325f6eb96a3,20151,2.0,10.0,5.3,0.0,7.1,4.0,REPROVADO
e9122465917b6d8f1da74a4fcf4ed93f,20151,0.0,4.0,5.0,0.0,1.8,0.0,NÃO PRESENTE
c93ab2d5e70f705aacc165126e278fe5,20151,9.3,0.0,7.9,0.0,9.5,0.0,APROVADO
82ef0d5469a1e7fb35d114770d006e68,20151,2.0,2.0,8.7,0.0,6.2,0.0,NÃO PRESENTE
543e5eda725cdd7c84a6452d38447058,20151,1.3,6.0,0.5,2.0,2.1,4.0,NÃO PRESENTE
d78338f30a96e44d6e47fedd9be893c1,20151,7.0,4.0,9.8,0.0,9.7,0.0,APROVADO POR NOTA
8d6d4913453d78b73219ddc692c3c4c6,20151,7.3,0.0,9.4,0.0,8.4,2.0,APROVADO POR NOTA
774b702903ae9af5122d54ca9e1a43cc,20151,1.3,6.0,5.5,2.0,6.6,0.0,NÃO PRESENTE
e1c3fc9ae1220b66ae685e3398be6350,20151,1.8,28.0,5.0,20.0,1.0,0.0,NÃO PRESENTE
9a21dec60cc631a518d0485e9e1dde6d,20151,2.5,4.0,6.4,4.0,7.3,0.0,NÃO PRESENTE
173ff04b3cd89bc1d7b428dc698351f1,20151,0.8,20.0,5.7,6.0,6.0,0.0,NÃO PRESENTE
50b5ecaf54a67e32bd3d480fa70cd0bd,20151,0.0,64.0,2.7,12.0,0.0,0.0,NÃO PRESENTE
ee0fbf9f635cf564b24d02d719535549,20151,0.0,64.0,3.3,16.0,0.0,0.0,NÃO PRESENTE
4406bb3ebe3373f3e48b9c8e9a1f5be7,20151,0.0,62.0,3.3,8.0,0.0,0.0,NÃO PRESENTE
c48901d2f396aac15aee0797cb18be5d,20151,9.3,2.0,10.0,4.0,10.0,0.0,NÃO PRESENTE
4ea298fe6ecadfafb504c80c6a527d07,20151,0.7,12.0,5.7,0.0,7.7,0.0,NÃO PRESENTE
43d79636ce6e3621bd92dfbb69358a60,20151,0.0,64.0,2.8,12.0,0.0,0.0,NÃO PRESENTE
631b4596650685d0574938b788d3e55b,20151,0.0,64.0,0.0,12.0,0.0,0.0,NÃO PRESENTE
539d3753bea053ff945a4b8a82b0d202,20151,0.0,64.0,0.0,12.0,0.0,0.0,NÃO PRESENTE
ba964f262cf51d8b0dc0fbc3b49aa9bd,20151,0.0,62.0,0.0,16.0,0.0,0.0,NÃO PRESENTE
564bbc3b0d941ef1439404003ecffb3d,20151,0.0,58.0,1.3,30.0,5.2,0.0,NÃO PRESENTE
84c7b0be31342309e1df868852668394,20151,0.0,24.0,5.7,6.0,1.5,0.0,NÃO PRESENTE
8cf8be43952607379775e71c652c6b86,20151,0.0,62.0,0.7,26.0,0.0,0.0,NÃO PRESENTE
680f29da59ed4716c38a56e3dd6d028c,20151,5.9,8.0,10.0,0.0,8.5,0.0,NÃO PRESENTE
f7ad46f88a1c4e24ebe292d5fc0c4743,20151,3.2,22.0,5.8,6.0,6.2,0.0,REPROVADO
0a10dd6661e23595caab2323db67e9c5,20151,0.3,20.0,5.0,0.0,6.8,0.0,NÃO PRESENTE
78e9329cfcd54843f06e29aa49f07739,20151,3.0,12.0,5.7,4.0,8.8,0.0,NÃO PRESENTE
e0830e6363b8c6a692d3aea55eab73c1,20151,4.6,0.0,10.0,0.0,10.0,0.0,NÃO PRESENTE
6d6d3f93fafeb4f6fd82db0c3eb3dc9b,20151,0.7,22.0,1.8,4.0,1.6,0.0,NÃO PRESENTE
228ad27171b5570eab5d9f820cd66913,20151,0.0,60.0,0.0,12.0,0.0,30.0,NÃO PRESENTE
8def77273f209cb291a9b8eb02e70bd3,20151,0.0,48.0,0.0,12.0,0.3,0.0,NÃO PRESENTE
fe987f2702dc8b51d754e8915f73b5fc,20151,0.0,24.0,6.2,2.0,5.4,0.0,NÃO PRESENTE
835855c900ff85e56c98937262d1cbb1,20151,2.6,0.0,7.2,0.0,5.2,0.0,NÃO PRESENTE
a8986898db5ebe12d23e1ec9e2b075c7,20151,2.0,12.0,5.9,0.0,5.5,0.0,NÃO PRESENTE
347010301412339a90bccd2356e478e7,20151,1.3,26.0,5.5,2.0,7.5,0.0,NÃO PRESENTE
fa00a633c19c2015bd59d74b24407075,20151,3.6,2.0,8.7,0.0,7.3,0.0,NÃO PRESENTE
838c83d6cb735788a8225a6e91d5cc24,20151,1.2,16.0,5.7,0.0,5.9,0.0,NÃO PRESENTE
c56b12bde6b544cfa6968b4c9931541f,20151,1.1,26.0,1.0,24.0,1.5,0.0,NÃO PRESENTE
7255ff86c866660097294614c36a5668,20151,0.2,2.0,5.1,0.0,4.8,0.0,NÃO PRESENTE
64bffe436879da9c427c56767259bd88,20151,7.2,4.0,10.0,10.0,8.1,0.0,APROVADO
6b63ae5a20fcfd68ed8150a4d3114bd6,20151,6.3,6.0,8.8,0.0,9.8,0.0,APROVADO POR NOTA
46924c0e9f0d20f8a15885b19267a8dd,20151,5.0,2.0,8.2,2.0,7.5,0.0,APROVADO POR NOTA
55229fa3f8ad73c3f9d424d1e01fe09d,20151,0.7,20.0,6.3,2.0,5.3,0.0,NÃO PRESENTE
364ed21cc21a3d851cbfd57a9da30a0f,20151,1.7,20.0,7.2,2.0,1.1,0.0,NÃO PRESENTE
f6f3a7fbce2ad0405b2c019a859d7dbc,20151,6.0,8.0,9.3,2.0,10.0,0.0,APROVADO POR NOTA
b1344351dcb0fe31c4b8d2d8b9274e34,20151,6.0,4.0,9.0,4.0,8.7,0.0,NÃO PRESENTE
5258333eb2adec29835241960c6c3af8,20151,5.0,17.0,10.0,2.0,8.3,0.0,NÃO PRESENTE
0e569d6f6417783aa44686599320cef9,20151,0.0,36.0,6.8,4.0,3.5,0.0,NÃO PRESENTE
0c3b7727ba051d6117ff9fd6a85052ec,20151,0.0,28.0,5.0,0.0,7.2,0.0,NÃO PRESENTE
d85a6c3ebb74be6e727c3a78ab4a4164,20151,0.0,64.0,0.0,64.0,0.0,0.0,NÃO PRESENTE
00a0c8929d0b1b7c985d5473a20877fd,20151,0.0,62.0,2.0,12.0,0.0,0.0,NÃO PRESENTE
885922972ea8a67a7643c186d1514c14,20151,0.0,64.0,0.0,12.0,0.0,0.0,NÃO PRESENTE
717d1fa6cee506b7f4c10a46b1d0efb4,20151,0.0,34.0,1.3,4.0,1.0,0.0,NÃO PRESENTE
49069c4a5089097392b06e0171f3a0b4,20151,1.3,20.0,1.3,4.0,0.0,0.0,NÃO PRESENTE
e1a700d5ff652ec367f5c7277109c529,20151,4.2,2.0,8.2,0.0,9.3,0.0,APROVADO POR NOTA
51ba4c608a5c9401acf1de40c15f3d2d,20151,0.0,34.0,0.7,18.0,0.4,0.0,NÃO PRESENTE
8ce21a6ce8067fbbd786a99ce7585e8b,20151,0.0,64.0,4.5,10.0,0.0,0.0,NÃO PRESENTE
33e38dc2083aa9dc0e0668626def3886,20151,2.0,20.0,7.0,0.0,3.9,0.0,NÃO PRESENTE
2421f9ce63b71f2458cef3183c2f2212,20151,0.0,58.0,0.0,30.0,0.6,0.0,NÃO PRESENTE
7768332d0620c005bf18fcf19f0984ae,20151,0.0,64.0,0.0,16.0,0.0,0.0,NÃO PRESENTE
9a3c24f98282360687ceb3f1039a9db7,20151,0.0,64.0,0.0,16.0,0.0,0.0,NÃO PRESENTE
a6d388ab834dca29dc2173145ab4ed37,20151,1.4,0.0,3.8,0.0,6.5,0.0,NÃO PRESENTE
0be92b76350e93845ff4ffd8251e8b48,20151,0.0,62.0,0.0,16.0,0.0,0.0,NÃO PRESENTE
5c6fb5c46e086e24504ca8fc90f2e2f7,20151,0.0,42.0,7.1,6.0,4.8,0.0,NÃO PRESENTE
b243257222402a9cbc04ec258d993a9c,20151,0.7,14.0,0.0,16.0,0.0,0.0,NÃO PRESENTE
4b0ee844d8ad77943a55a0b01ecdbd9d,20151,1.0,24.0,5.7,4.0,7.1,0.0,NÃO PRESENTE
e7d0aed11c6205e16d00e47eaa1ad511,20151,1.3,38.0,7.2,4.0,6.4,0.0,NÃO PRESENTE
e7e62f4acf7f4c0eb1a41ed6f42bd823,20151,0.7,26.0,1.3,8.0,4.1,0.0,NÃO PRESENTE
454b54380e38396aa5d6619c82aa8ca0,20151,0.7,30.0,8.4,0.0,1.8,0.0,NÃO PRESENTE
33f67bf8b29006b2ee405ae3298d9d53,20151,0.0,24.0,6.0,0.0,8.0,0.0,NÃO PRESENTE
320c9f21b9bfd0840fd6b2cecfb0767e,20151,0.0,10.0,6.8,2.0,6.4,0.0,NÃO PRESENTE
29af1537082df419cea1da9cd8b488bb,20151,0.5,48.0,6.8,8.0,2.8,0.0,NÃO PRESENTE
eb9ef59960492192a909d093fef69fa6,20151,3.5,10.0,5.0,4.0,1.2,0.0,NÃO PRESENTE
86c2e987e7d1f15670dc7edeab17183c,20151,6.5,17.0,8.2,6.0,2.7,0.0,NÃO PRESENTE
cad843ea7820044687e293ee3a224c53,20151,0.0,34.0,5.3,2.0,2.5,0.0,NÃO PRESENTE
6a685e42241bf227aad8534b7a228f16,20151,1.0,28.0,7.2,2.0,9.2,0.0,NÃO PRESENTE
2847b04ebab6c2e7a964669becff4620,20151,3.1,0.0,6.0,0.0,8.7,0.0,NÃO PRESENTE
a093246dd4bb028ffb6e345625d449ea,20151,1.3,16.0,6.0,4.0,8.5,0.0,NÃO PRESENTE
444756e79154541c9d30b92976854792,20151,1.3,0.0,1.4,0.0,5.1,0.0,NÃO PRESENTE
956ea784c24907c33ab9223a86077c30,20151,4.0,6.0,5.1,4.0,6.3,0.0,NÃO PRESENTE
c083baeb0669bc18428e515914f935da,20151,6.3,8.0,10.0,0.0,9.7,0.0,APROVADO POR NOTA
