,discente,media_final,numero_total_faltas,descricao
336,76e4f62c1f9d08ee02408ffad19c0d5e,0.2,30.0,NÃO PRESENTE
337,c5595956a8e3e5e6a33f84f612a57970,0.5,12.0,NÃO PRESENTE
338,7ab8b4fc5fdf36127a12426ca3e7cd04,3.3,12.0,NÃO PRESENTE
339,7b259b60ea4165b1eff941cbef2f9710,0.0,20.0,NÃO PRESENTE
340,3ea0694db5f02a7615018427234b3e75,0.9,4.0,NÃO PRESENTE
341,81fd1b27a3b0b1e7b39ed2e356f179e0,0.7,24.0,NÃO PRESENTE
342,e533130178529c6a070bdc923c3c7046,2.0,8.0,NÃO PRESENTE
343,96415dc31e4ee04de81f2919885730ed,3.6,4.0,NÃO PRESENTE
344,52cd3bbe9c5a2fe6cee6928fadc5fc99,0.3,12.0,NÃO PRESENTE
345,20f3a05774b52d71821d6fc98db3f305,1.7,14.0,NÃO PRESENTE
346,d1052676438024cbeb84167d07fb4a5e,8.3,4.0,APROVADO POR NOTA
347,7106c7298feaf048041c7b47431d0739,5.3,0.0,NÃO PRESENTE
348,42970da4e6b14bb4e367c4eb76045b61,0.3,38.0,NÃO PRESENTE
349,378e5d31bd6640ae9613d7eece11609d,5.4,0.0,NÃO PRESENTE
350,459fcda88b8f74202e68f3cfb4a1be8b,5.0,10.0,NÃO PRESENTE
351,d3c9e061f830028b2bea7f62706ea909,5.1,6.0,NÃO PRESENTE
352,23193d1431fe50133041a2286cd54b80,9.0,0.0,NÃO PRESENTE
353,c1b1fcdda0394117afddd1694c40f6df,7.9,2.0,NÃO PRESENTE
354,211804c056490a41b4f3fc17880abc99,8.0,0.0,NÃO PRESENTE
355,5fe8ede6441f92017f429b7fe76e32e4,6.6,0.0,NÃO PRESENTE
356,8c275629a1a6503f34c337468c5561e8,6.0,0.0,NÃO PRESENTE
357,9111f85c339e16433831ed29519e649c,9.6,0.0,NÃO PRESENTE
358,d79f2e298dd07814be85bebed07a5c23,5.4,4.0,NÃO PRESENTE
359,dc2589fd7c01c6f790400051bea50ec3,5.5,0.0,NÃO PRESENTE
360,71eeef6a85867448b8208deb3ca5559e,5.1,2.0,NÃO PRESENTE
361,5c881692a4d8e50d3ebd3df4b0481664,6.4,2.0,NÃO PRESENTE
362,2701eca88287df408f90977a16b1b7f3,8.9,0.0,APROVADO POR NOTA
364,8b7f5b91351c7946f39a6e71f2139542,5.6,0.0,NÃO PRESENTE
365,4e19e07a1c3faf993f6cca5b4bdb0326,10.0,0.0,APROVADO POR NOTA
367,0ce0c13b394396ed3d2343bc2232fdca,7.7,2.0,APROVADO
368,b5a4065db04fa944b91fd09661c7cd66,6.5,2.0,NÃO PRESENTE
369,614edd352f260b3932afdb244a910b08,9.3,0.0,NÃO PRESENTE
370,7968e720ce7fdb5c3e43d1e31d447fe0,0.0,12.0,NÃO PRESENTE
371,93888b22229b28e35ee9f89f2f207087,0.0,16.0,NÃO PRESENTE
372,e163e6402c5a3cc15383a6810ca47fab,0.0,14.0,NÃO PRESENTE
373,d0f9c1f62fb8f839cf8164fb9f09eda5,0.0,14.0,NÃO PRESENTE
374,164e7e94abd5dcf4d891940018b96b46,0.0,14.0,NÃO PRESENTE
375,97003c340864c43efd055ead8b7a97c5,5.0,2.0,NÃO PRESENTE
376,31b9af1926684ee76568dd22af494191,0.0,10.0,NÃO PRESENTE
377,d775a0826fe7a5a1e8c14b3a8d27eb0f,5.9,6.0,REPROVADO
378,969ea347cd100912dfe2030bc22f7084,6.7,0.0,NÃO PRESENTE
379,9a15efbddf92273a71901b3ba9df0be4,0.9,2.0,NÃO PRESENTE
380,876341ad2513eacea09d5b70a19ed2fc,1.7,2.0,NÃO PRESENTE
381,1f28ca81530cdc8cc0c590fab7874d41,0.2,2.0,NÃO PRESENTE
382,d54ee8154eaaae8655b23612858a3f48,1.1,4.0,NÃO PRESENTE
383,4eb15d6990e8fa75ea5431b1f2798564,6.5,0.0,NÃO PRESENTE
384,31dfa3d2ada3c348d84c9a62f25f6120,5.3,2.0,NÃO PRESENTE
385,3acd950c3817c22bc9b00a1ad7e1f09a,0.0,12.0,NÃO PRESENTE
386,a21a80da5b20cf32b715b0c0892e6d3e,9.1,2.0,NÃO PRESENTE
387,28712cd653dc653b2727e35bc529d6aa,5.4,0.0,NÃO PRESENTE
388,21d8265d07707776d51a5cf3971c945f,1.0,4.0,NÃO PRESENTE
389,ffc61fd42a8d25039dc556850380ad09,5.1,0.0,NÃO PRESENTE
390,03ec1a20e965a9c4c6fd46a727db9e7e,5.8,0.0,NÃO PRESENTE
391,27f432562c1806fe86b070f66a6a0633,0.3,4.0,NÃO PRESENTE
392,ec9d555ebeba0a8df1efa76cc557f532,0.0,12.0,NÃO PRESENTE
393,59ee909b3d6ccb760e011abbb51a03bc,8.7,0.0,NÃO PRESENTE
394,bee28c9d0d3a84d7653d058e084e8581,9.0,0.0,NÃO PRESENTE
395,2717ee3345f4819116dfcd8b8b195900,0.0,12.0,NÃO PRESENTE
396,9c938fda4d2fb52e825c921c226059b8,6.7,0.0,NÃO PRESENTE
397,16881ba400dd348d973305c7c7159e57,7.1,2.0,NÃO PRESENTE
398,30762a58c9a4bec1bb7541ef44679f0e,6.6,2.0,NÃO PRESENTE
399,acb6977e5cfdab45bbc009a281abd49d,7.1,0.0,APROVADO POR NOTA
401,649d181187fa12780dca416e3c25d9ad,8.3,0.0,REPROVADO
402,a26dbc894d8a36c8645609808ae34a34,4.3,0.0,NÃO PRESENTE
403,e9a72541213fdfb6d4a98f67bebfa9c7,9.6,0.0,APROVADO
404,25498a2ee0d5fa062e181d92fef57d06,0.8,6.0,NÃO PRESENTE
405,c3e330d8c2f7dc1a156f0dfb6f2116dd,9.1,0.0,APROVADO
406,924a8972db2f0dfe6117c2a04cc197b6,2.7,4.0,NÃO PRESENTE
407,ba7994703d573d19c345cb54d8f27712,0.0,8.0,NÃO PRESENTE
408,29092a1427cc786979d4ede034c74e33,1.1,2.0,NÃO PRESENTE
409,1a87d52339adf0a90b4af65cc6c186f1,0.0,14.0,NÃO PRESENTE
410,18d45c5ecc1cec26fc47d5ac5d3ca540,0.0,14.0,NÃO PRESENTE
411,07bd976bd438e52ef93676a9c3f09b53,0.0,2.0,NÃO PRESENTE
412,52a6777da469b74c3dc8c9ad7b0cc190,0.0,12.0,NÃO PRESENTE
413,b318e18150153322afff8a4187742c93,0.0,12.0,NÃO PRESENTE
414,451d5a9116847b282ab4f2be6d8bd2a6,0.0,8.0,NÃO PRESENTE
415,cf221a4b11f832f5bfaa140bd6eee6a7,7.6,8.0,NÃO PRESENTE
416,da2daea48eb9453585685a4adbd651d4,3.6,0.0,NÃO PRESENTE
417,6f7e0d13ff921bff99dc88b992052f13,1.9,4.0,NÃO PRESENTE
418,f9d8e197e62f16d20a790f1de44a0706,0.0,10.0,NÃO PRESENTE
419,6d882990c7617e2f1d3456e027205bb6,0.0,14.0,NÃO PRESENTE
420,9e9f27f49b60b64f9ba2fb8562ce86f7,0.0,12.0,NÃO PRESENTE
421,410e0b77da6543dd5394aaf611883306,0.0,14.0,NÃO PRESENTE
422,deccb77cc29b2a6923bb5f0992a24570,0.0,12.0,NÃO PRESENTE
423,470dd719c2f86074f0e4a832af103f39,0.0,8.0,NÃO PRESENTE
424,0176a92fcc52c45d510b3410e9648aff,0.0,10.0,NÃO PRESENTE
425,5a83265263b4d2fdc9311f45349fd7c4,1.3,2.0,NÃO PRESENTE
426,d7242bd73fe3900eb88d15fb8eb1e39d,2.3,0.0,NÃO PRESENTE
427,46fa453a226082047c08dfa9f2fac0ab,5.0,2.0,NÃO PRESENTE
428,facf0297afeda6ab03efe2d40353fb33,3.0,0.0,NÃO PRESENTE
429,6383e6aacfd2aa8a91b33b04ed3db69a,5.7,4.0,NÃO PRESENTE
430,d065952c94658a3f3b3b96a593d2c578,0.0,6.0,NÃO PRESENTE
431,40204932e352f2e662f2a7819cc2d1d6,6.2,0.0,NÃO PRESENTE
432,1e9bd8ca9fea9755326f15d62936052d,0.0,10.0,NÃO PRESENTE
433,5343022e4c67f599edd5963e903925b7,7.3,0.0,NÃO PRESENTE
434,55ca647e74b4dbc1e94f1b8e4b6be687,0.0,10.0,NÃO PRESENTE
435,ba1e8da757c3ea66715a10c50141b69a,4.7,0.0,NÃO PRESENTE
436,f3bebda1fbd7700ada8b59e42bf6d633,5.4,2.0,REPROVADO
437,acede6b027a0abbdf63d63f617330a90,8.8,0.0,APROVADO
438,4bdb15b5b4445038fb4e7f6506f411b3,0.0,6.0,NÃO PRESENTE
439,2b193dc2a19275eafc56d6434d5e15b2,0.6,4.0,NÃO PRESENTE
440,bb65c4b65dd0e26cdd7b455eba13e42d,4.4,6.0,NÃO PRESENTE
441,ff6bb0b6cb632b75f87e84f3b66d2947,0.4,8.0,NÃO PRESENTE
442,f6ac9301714abea6a40d31f9d245d316,0.0,4.0,NÃO PRESENTE
443,14acbe97ed3f5e0c32de0f02f2023d01,0.5,2.0,NÃO PRESENTE
444,7fc54ccb56e2bb15f2cedd3a54b0782e,9.2,4.0,REPROVADO
445,f4bc7f53adbc18328e1eb75fff7cef82,0.0,4.0,NÃO PRESENTE
446,d1767e95b12bf9d41d1f8c1c75c2c05b,5.7,0.0,NÃO PRESENTE
447,79aeeebc1f3fa75bd275a92ed1aa601c,5.8,4.0,NÃO PRESENTE
448,ee9d95be01c3b46964daebcbe5020503,0.7,8.0,NÃO PRESENTE
449,676f517715cad7b5aecc3f8b6dd3d891,0.1,8.0,NÃO PRESENTE
450,034674167a5688ebdd28a2bda2a707ab,0.2,8.0,NÃO PRESENTE
451,b665957b0c343149f506de212b029399,2.9,2.0,NÃO PRESENTE
452,aa79accc176399bbc6f1316b3b8f88a7,5.6,4.0,NÃO PRESENTE
453,c1fed20ade974eb4ac1d57b9ce661dae,3.4,4.0,NÃO PRESENTE
454,3f2ba6418c387de5e156271857752cda,4.0,0.0,NÃO PRESENTE
455,2fda0e43791737ab2e078c1325f3b439,7.4,4.0,NÃO PRESENTE
456,da250571008ad8f1b16a05aebdf12e78,5.0,0.0,NÃO PRESENTE
457,7d2c3313e86991be636f017bf2f86410,5.8,0.0,NÃO PRESENTE
458,079f25ac0b72b1aa7a13506590f8e16d,0.0,50.0,NÃO PRESENTE
459,5337276aec65c776a71a9869b5d0d8e0,0.0,0.0,NÃO PRESENTE
460,c71b79d161d5dd3a6aac2ef224f97122,0.0,58.0,NÃO PRESENTE
461,af90564497ed8d6bfbd01adc996de699,0.0,44.0,NÃO PRESENTE
462,3f1f7849e59258bff1ee038950abe7b9,1.3,0.0,NÃO PRESENTE
463,3a0e2fa5a1af2de46016efce89c5db1b,2.0,0.0,NÃO PRESENTE
464,d1e0a113c39fd53274b80b4302cc8991,0.0,0.0,NÃO PRESENTE
465,0f2ad2712ea111869052396fd27a5d2c,0.0,0.0,NÃO PRESENTE
466,35730ce2219612b601bc94818ea4ede1,10.0,0.0,NÃO PRESENTE
467,b452c5545b15d57b0d32875b88906b9b,4.2,0.0,NÃO PRESENTE
468,7a360e8fae799d39bdcc132d3d1c0109,0.0,0.0,NÃO PRESENTE
469,3f80553a4c767e30ec9c3f676f205efe,0.0,0.0,NÃO PRESENTE
470,b74ce5385e74daab30954772015ae198,0.0,52.0,NÃO PRESENTE
471,98d4ef60c20cfca265a03d8ca0f38576,0.7,0.0,NÃO PRESENTE
472,69a2b7607ac595327b93987cc8d9e1ae,0.0,50.0,NÃO PRESENTE
473,b9cf0a740b76ec405e0cbf61ac47a45f,0.0,56.0,NÃO PRESENTE
474,522e34a63fc429f929db03cd5763bde4,0.0,46.0,NÃO PRESENTE
475,4eba70091eb1f75c110a7360dc04ff3e,0.7,0.0,NÃO PRESENTE
476,3b40b1324c6852d7ad42ab386efd9d19,0.7,0.0,NÃO PRESENTE
477,1f0562bc221875506ef398479823e0d7,0.0,46.0,NÃO PRESENTE
478,c92f6b1db88602de1e0f563f858221cf,0.0,76.0,NÃO PRESENTE
479,3373cc05daf255d49aa246684fcefe75,6.0,0.0,NÃO PRESENTE
480,f845e686dddcd90f04b55b2a0088c146,0.0,0.0,NÃO PRESENTE
481,745f02f12658b9f6e07f6979fea3f262,1.3,8.0,NÃO PRESENTE
482,f318ca81231a8e38a11093471e7990ae,0.0,30.0,NÃO PRESENTE
483,6360ce81e659feee39452aa8cd111beb,0.0,30.0,NÃO PRESENTE
484,6b6dd664489f264b37b3a40d51fb1574,0.7,4.0,NÃO PRESENTE
485,efb280e9480e84fcbb0518695b61cb80,5.3,2.0,APROVADO
486,621fa53cd5bf23d9d8b300354f86fa4b,0.0,20.0,NÃO PRESENTE
487,e513c185e788dec85722a68362bf2fbf,1.3,4.0,NÃO PRESENTE
488,d258f7fb1f7e7afa8f7b25b295307c7a,0.0,6.0,NÃO PRESENTE
489,91d42a40de6dda1a613af6df6554c418,6.0,0.0,APROVADO
490,25e73b759bce2f4e5cc1d8410aebe0bd,7.0,6.0,REPROVADO
491,6a4f2fac0f765d6afd2ded58c3451987,8.3,2.0,APROVADO POR NOTA
492,81a3053a6fb3f5e14f5763f63da44b34,0.0,12.0,NÃO PRESENTE
493,c1040cc7174129b005d17057d5308238,0.0,28.0,NÃO PRESENTE
494,1099bfd2fb960b29094d187072c1e9c4,0.0,68.0,NÃO PRESENTE
495,d5986d7ca63fc1a0c90d2343504d2f1e,0.0,42.0,NÃO PRESENTE
496,6f7da3c2639e508b9f1e38b4d96ba8ca,0.0,14.0,NÃO PRESENTE
497,b73c80f6a61f8f8725acd3278ee5d98d,0.7,10.0,NÃO PRESENTE
498,6c4c11a7234f32ba00e3674f8c54ba46,3.3,14.0,NÃO PRESENTE
499,d09626a0649c83aaa14aee79a449e46c,2.3,10.0,NÃO PRESENTE
500,46615d9eb7c16b0e51bf201c80687e3e,0.7,28.0,NÃO PRESENTE
501,68168dc126a2a9b767d476c3869aa77c,0.7,8.0,NÃO PRESENTE
502,e5930e3c2c83d80ef671058e553b96b9,1.3,14.0,NÃO PRESENTE
503,68e9f1efcf62450334452b191596db9d,0.0,16.0,NÃO PRESENTE
504,45a47afeab1718dc92e265fce31d29ff,5.3,10.0,APROVADO POR NOTA
505,fa33216eec66570333dcf92214b5cebc,1.7,8.0,APROVADO POR NOTA
506,9017c92029e2fdd9dfcb0c08ba85eb45,0.0,18.0,NÃO PRESENTE
507,c9c4ba300915c0330eea4c8224d1e2aa,5.7,2.0,APROVADO POR NOTA
508,4790d765e8bc57ff367de566c81292bf,0.0,68.0,NÃO PRESENTE
509,4f2b70c3e815a9383e45bd43857569cd,0.0,40.0,NÃO PRESENTE
510,a418e259bf7e6025265d48c7549fa5c1,0.0,46.0,NÃO PRESENTE
511,1eb25359dc6828a91a8207eaa6d36fe2,1.3,10.0,NÃO PRESENTE
512,62f3e4499b3c96184148fe3e58121e56,7.0,12.0,APROVADO POR NOTA
513,caaf84a8870d89e05ae840a3e912b82b,2.0,4.0,APROVADO POR NOTA
515,915e3a46a2b2d28ac3f23d6f799304fe,0.7,4.0,NÃO PRESENTE
516,63b79ab45a1f05bc990aa36dfec3ddea,3.0,0.0,NÃO PRESENTE
517,84a64c43b6093611c46a0bb4917bbe77,3.3,16.0,NÃO PRESENTE
518,cdd50f2b80a5fc78469a32b858fa0e3b,6.3,2.0,APROVADO
519,462b0f977a0510d690c38e2ea5e4001d,2.0,6.0,NÃO PRESENTE
520,cd06dc6b2596fb33e9ff81765dffa47a,7.7,0.0,APROVADO
521,bd990ef60f578ce72bcc0680b71b7e35,6.7,6.0,APROVADO POR NOTA
522,58675f433ac3e8b70a6910664ddec3b2,0.7,32.0,NÃO PRESENTE
523,293e2bcab7205170f948f9ad8fda116b,5.0,2.0,APROVADO POR NOTA
524,b3a7be608ef030dd46363d446cfaf605,0.0,14.0,NÃO PRESENTE
525,d17c63b3a90a9896ace1d48c7d62a3da,0.0,9.0,NÃO PRESENTE
526,b00c526b3a53feecfcb0bf4a63e7dd42,0.0,70.0,NÃO PRESENTE
527,9f080eb7d474b2f27e9b16c5eeba3b8c,0.0,42.0,NÃO PRESENTE
528,8dce09240a79ea99680685d547ac4a02,0.0,26.0,NÃO PRESENTE
529,c1edb0c1c857b807fcb6d1d5a42c409d,0.0,14.0,NÃO PRESENTE
530,0dbb333b4fe19e83ab63dfd2fe09326a,7.0,2.0,APROVADO POR NOTA
531,a2ae7dc9912b92875ca68cabd081daea,0.0,5.0,NÃO PRESENTE
532,d97d8dd25b752b68d606a92e85e2dcd7,5.0,8.0,NÃO PRESENTE
533,b69038f3edcdef45f314fbb69933d99d,0.0,8.0,NÃO PRESENTE
534,fee2b7014d90b7079c99c722e07d131f,2.7,8.0,NÃO PRESENTE
535,b72a3ac565f3e853aea681c8fc5ac5ec,0.0,70.0,NÃO PRESENTE
536,d204847d08ac84726ed2e8b00437f902,0.0,68.0,NÃO PRESENTE
537,70baf4f4c7d857780c719807b2da589e,0.0,64.0,NÃO PRESENTE
538,0e64b3e19b1394927a0b8574d6397628,0.0,24.0,NÃO PRESENTE
539,4e03c1d6e51c2503b70af037b32ca22a,0.0,66.0,NÃO PRESENTE
540,d4de6f9901c8aa6bc94eedd2742f7df7,0.0,54.0,NÃO PRESENTE
541,db5faf8b331cb6cecd1b7c5d04d90120,0.7,24.0,NÃO PRESENTE
542,1a87b7b8ce99d9fe7da237dcee38a45e,0.0,70.0,NÃO PRESENTE
543,cad9ac4ff19643e0c320620d1df1543a,1.7,18.0,NÃO PRESENTE
544,faff472b45bba63a5f9297a5e6cc5cdc,0.0,8.0,NÃO PRESENTE
545,20c4916b504e33c30b695680b1e019a3,1.3,8.0,NÃO PRESENTE
546,5c9ab39b0f2d05bc0975466ca4d34780,0.0,54.0,NÃO PRESENTE
547,f9dcd591c40f75f650e6d8d60046c3e4,0.0,16.0,NÃO PRESENTE
548,45218c2c8079cc44049514f6920d7465,5.0,14.0,APROVADO
549,338e6fd637440cdf2901f4c96aa15f7a,0.0,56.0,NÃO PRESENTE
550,6e6af47a3114462ae739347ecfb019eb,0.0,68.0,NÃO PRESENTE
551,c819db0e8c97954d75865359c45ca8f9,3.3,6.0,NÃO PRESENTE
552,f6216f182a2340b984c1c2e3a95d2dc6,0.0,30.0,NÃO PRESENTE
553,bde588323beba1b0fa7534086f857705,0.0,12.0,NÃO PRESENTE
554,28c40afd4b7acc13b53c102e88d568c7,0.0,16.0,NÃO PRESENTE
555,6db180d9986653ab220fea5fbf6a908e,0.0,66.0,NÃO PRESENTE
556,b799fbf8f68640f072456eec953f1934,2.0,14.0,NÃO PRESENTE
557,d903aa4840276efef32badaa777ac42a,0.0,16.0,NÃO PRESENTE
558,bf9339de7c16437a862b7ac5fa2fe26d,0.0,16.0,NÃO PRESENTE
559,5e009bd7ffdcb272a35114e7e6ee97c1,0.0,30.0,NÃO PRESENTE
560,c29f60413003055f6a1808be5263b6f9,0.7,34.0,NÃO PRESENTE
561,6366a143a64a2a0d64be64aaf9594f30,2.0,6.0,NÃO PRESENTE
562,e64bf2a43d16ca3b4beefac6075466bf,0.0,46.0,NÃO PRESENTE
563,786f9caf3c6ed56700eb935640a4e1a0,0.7,24.0,NÃO PRESENTE
564,e75778dcbdf4691b4c1c4aebdcaf6c30,0.0,44.0,NÃO PRESENTE
565,d19c1e734467184d3e200ea47d1ee627,7.3,6.0,APROVADO POR NOTA
566,e6b0a96e398dac42b1453325f6eb96a3,2.0,10.0,REPROVADO
567,e9122465917b6d8f1da74a4fcf4ed93f,0.0,4.0,NÃO PRESENTE
568,c93ab2d5e70f705aacc165126e278fe5,9.3,0.0,APROVADO
569,82ef0d5469a1e7fb35d114770d006e68,2.0,2.0,NÃO PRESENTE
570,d3ed0500c349cb987c7e2481f369dfca,0.0,32.0,NÃO PRESENTE
571,543e5eda725cdd7c84a6452d38447058,1.3,6.0,NÃO PRESENTE
572,d78338f30a96e44d6e47fedd9be893c1,7.0,4.0,APROVADO POR NOTA
573,8d6d4913453d78b73219ddc692c3c4c6,7.3,0.0,APROVADO POR NOTA
574,774b702903ae9af5122d54ca9e1a43cc,1.3,6.0,NÃO PRESENTE
575,e1c3fc9ae1220b66ae685e3398be6350,1.8,28.0,NÃO PRESENTE
576,6f1ad7f400fcb70e04fd97c8698bcc2e,0.0,42.0,NÃO PRESENTE
577,9a21dec60cc631a518d0485e9e1dde6d,2.5,4.0,NÃO PRESENTE
578,173ff04b3cd89bc1d7b428dc698351f1,0.8,20.0,NÃO PRESENTE
579,50b5ecaf54a67e32bd3d480fa70cd0bd,0.0,64.0,NÃO PRESENTE
580,ee0fbf9f635cf564b24d02d719535549,0.0,64.0,NÃO PRESENTE
581,567c96784f8e5e4517f8a8875ed8b45a,0.5,40.0,NÃO PRESENTE
582,3d7089625c6c354e55bf35bf9af04c47,0.0,52.0,NÃO PRESENTE
583,4406bb3ebe3373f3e48b9c8e9a1f5be7,0.0,62.0,NÃO PRESENTE
584,c48901d2f396aac15aee0797cb18be5d,9.3,2.0,NÃO PRESENTE
585,4ea298fe6ecadfafb504c80c6a527d07,0.7,12.0,NÃO PRESENTE
586,6ca1f45d7305e9f1f4dd6f9a29c8f8d5,0.0,64.0,NÃO PRESENTE
587,f73c561016c4c9c4e8cd53caf6608375,0.0,64.0,NÃO PRESENTE
588,43d79636ce6e3621bd92dfbb69358a60,0.0,64.0,NÃO PRESENTE
589,631b4596650685d0574938b788d3e55b,0.0,64.0,NÃO PRESENTE
590,539d3753bea053ff945a4b8a82b0d202,0.0,64.0,NÃO PRESENTE
591,4a8581eaa82f958cb6d5f813427ef527,0.0,60.0,NÃO PRESENTE
592,ba964f262cf51d8b0dc0fbc3b49aa9bd,0.0,62.0,NÃO PRESENTE
593,3d928c6ca1dff550d0944299689189cf,0.0,18.0,NÃO PRESENTE
594,9e7c4a5d97bc7dfd4e8a1c98ef1d4f81,1.8,18.0,NÃO PRESENTE
595,564bbc3b0d941ef1439404003ecffb3d,0.0,58.0,NÃO PRESENTE
596,84c7b0be31342309e1df868852668394,0.0,24.0,NÃO PRESENTE
597,0e79887ab4073e983b476cd78df08098,0.0,14.0,NÃO PRESENTE
598,8cf8be43952607379775e71c652c6b86,0.0,62.0,NÃO PRESENTE
599,ca0f37f5e888d37328f572d066cbae9d,0.0,62.0,NÃO PRESENTE
600,680f29da59ed4716c38a56e3dd6d028c,5.9,8.0,NÃO PRESENTE
601,f7ad46f88a1c4e24ebe292d5fc0c4743,3.2,22.0,REPROVADO
602,0a10dd6661e23595caab2323db67e9c5,0.3,20.0,NÃO PRESENTE
603,78e9329cfcd54843f06e29aa49f07739,3.0,12.0,NÃO PRESENTE
604,e0830e6363b8c6a692d3aea55eab73c1,4.6,0.0,NÃO PRESENTE
605,6d6d3f93fafeb4f6fd82db0c3eb3dc9b,0.7,22.0,NÃO PRESENTE
606,228ad27171b5570eab5d9f820cd66913,0.0,60.0,NÃO PRESENTE
607,8def77273f209cb291a9b8eb02e70bd3,0.0,48.0,NÃO PRESENTE
608,fe987f2702dc8b51d754e8915f73b5fc,0.0,24.0,NÃO PRESENTE
609,835855c900ff85e56c98937262d1cbb1,2.6,0.0,NÃO PRESENTE
610,a8986898db5ebe12d23e1ec9e2b075c7,2.0,12.0,NÃO PRESENTE
611,fca2694fec71b47b6f6d8a7f13ed97e9,2.2,18.0,NÃO PRESENTE
612,347010301412339a90bccd2356e478e7,1.3,26.0,NÃO PRESENTE
613,fa00a633c19c2015bd59d74b24407075,3.6,2.0,NÃO PRESENTE
614,838c83d6cb735788a8225a6e91d5cc24,1.2,16.0,NÃO PRESENTE
615,c56b12bde6b544cfa6968b4c9931541f,1.1,26.0,NÃO PRESENTE
616,7255ff86c866660097294614c36a5668,0.2,2.0,NÃO PRESENTE
617,64bffe436879da9c427c56767259bd88,7.2,4.0,APROVADO
619,6b63ae5a20fcfd68ed8150a4d3114bd6,6.3,6.0,APROVADO POR NOTA
620,46924c0e9f0d20f8a15885b19267a8dd,5.0,2.0,APROVADO POR NOTA
622,55229fa3f8ad73c3f9d424d1e01fe09d,0.7,20.0,NÃO PRESENTE
623,364ed21cc21a3d851cbfd57a9da30a0f,1.7,20.0,NÃO PRESENTE
624,16ef7cf4c4d48f16eef4854500086863,5.3,14.0,NÃO PRESENTE
625,f6f3a7fbce2ad0405b2c019a859d7dbc,6.0,8.0,APROVADO POR NOTA
627,b1344351dcb0fe31c4b8d2d8b9274e34,6.0,4.0,NÃO PRESENTE
628,5258333eb2adec29835241960c6c3af8,5.0,17.0,NÃO PRESENTE
629,9e9bcd64b93ba8080628812e820ba785,0.7,58.0,NÃO PRESENTE
630,0e569d6f6417783aa44686599320cef9,0.0,36.0,NÃO PRESENTE
631,0c3b7727ba051d6117ff9fd6a85052ec,0.0,28.0,NÃO PRESENTE
632,7cfad51d88afefd7b46efe892271a5b0,0.7,32.0,NÃO PRESENTE
633,527f701438575703b473197d611f492e,0.0,54.0,NÃO PRESENTE
634,d85a6c3ebb74be6e727c3a78ab4a4164,0.0,64.0,NÃO PRESENTE
635,f24e397802d5b1654973a167382a8e3d,0.0,64.0,NÃO PRESENTE
636,00a0c8929d0b1b7c985d5473a20877fd,0.0,62.0,NÃO PRESENTE
637,885922972ea8a67a7643c186d1514c14,0.0,64.0,NÃO PRESENTE
638,717d1fa6cee506b7f4c10a46b1d0efb4,0.0,34.0,NÃO PRESENTE
639,49069c4a5089097392b06e0171f3a0b4,1.3,20.0,NÃO PRESENTE
640,e1a700d5ff652ec367f5c7277109c529,4.2,2.0,APROVADO POR NOTA
641,51ba4c608a5c9401acf1de40c15f3d2d,0.0,34.0,NÃO PRESENTE
642,71ec0f8975147a72f2d25f05dcd32486,0.7,34.0,NÃO PRESENTE
643,8ce21a6ce8067fbbd786a99ce7585e8b,0.0,64.0,NÃO PRESENTE
644,33e38dc2083aa9dc0e0668626def3886,2.0,20.0,NÃO PRESENTE
645,904c1a543ce94a146b983cacfa9ed9ff,3.8,10.0,NÃO PRESENTE
646,2421f9ce63b71f2458cef3183c2f2212,0.0,58.0,NÃO PRESENTE
647,7768332d0620c005bf18fcf19f0984ae,0.0,64.0,NÃO PRESENTE
648,56acf712b463f9c53a81fb9ac24d3d71,0.0,62.0,NÃO PRESENTE
649,9a3c24f98282360687ceb3f1039a9db7,0.0,64.0,NÃO PRESENTE
650,a6d388ab834dca29dc2173145ab4ed37,1.4,0.0,NÃO PRESENTE
651,0be92b76350e93845ff4ffd8251e8b48,0.0,62.0,NÃO PRESENTE
652,e7f956e95faed37901c11aab1164061f,0.0,62.0,NÃO PRESENTE
653,5c6fb5c46e086e24504ca8fc90f2e2f7,0.0,42.0,NÃO PRESENTE
654,b243257222402a9cbc04ec258d993a9c,0.7,14.0,NÃO PRESENTE
655,06cdf2e90aa457670f7df0e7dfb13a34,0.0,36.0,NÃO PRESENTE
656,f267fbab5f64441dba82d07e154c3320,0.7,56.0,NÃO PRESENTE
657,4b0ee844d8ad77943a55a0b01ecdbd9d,1.0,24.0,NÃO PRESENTE
658,e7d0aed11c6205e16d00e47eaa1ad511,1.3,38.0,NÃO PRESENTE
659,c9c0465a84cf3aeea6b65fb580299ada,0.7,32.0,NÃO PRESENTE
660,cc9f74ca38b1ebc789b4d0a999b4843b,0.0,48.0,NÃO PRESENTE
661,e7e62f4acf7f4c0eb1a41ed6f42bd823,0.7,26.0,NÃO PRESENTE
662,454b54380e38396aa5d6619c82aa8ca0,0.7,30.0,NÃO PRESENTE
663,33f67bf8b29006b2ee405ae3298d9d53,0.0,24.0,NÃO PRESENTE
664,e51681d4258bf2f57bae2717a0df6d0b,0.7,14.0,NÃO PRESENTE
665,320c9f21b9bfd0840fd6b2cecfb0767e,0.0,10.0,NÃO PRESENTE
666,29af1537082df419cea1da9cd8b488bb,0.5,48.0,NÃO PRESENTE
