,discente,media_final,numero_total_faltas,descricao
163,f35cfdc1409ae041956dfbb95c1e2f49,1.0,0.0,NÃO PRESENTE
164,a8aadeb9d6cdede214298796fa816a34,0.2,0.0,NÃO PRESENTE
165,09286181e6c14c9360293e4ce804053f,5.0,0.0,APROVADO
166,b743e146e339f2f9fbd59540ca0dd555,2.4,0.0,NÃO PRESENTE
167,228c2cbb32843a6f127643907ae10ded,8.3,0.0,NÃO PRESENTE
168,b1672c8a49690e4c16174587858cc017,6.7,0.0,APROVADO POR NOTA
169,02209f809703ce8fd6cde21455f66f00,2.4,0.0,NÃO PRESENTE
170,6fc10c59fbbc99d9461e69d18779915a,7.2,0.0,NÃO PRESENTE
171,404b3ea5424f3d391b6536957cad7481,1.5,0.0,NÃO PRESENTE
172,9953bc66fd2a0227bf89c10a31d1f0a3,9.0,0.0,APROVADO
173,25261f50937a50d7d9a2899852c4e637,8.8,0.0,APROVADO
174,8062384ff88071751cc014720c88cf10,6.3,0.0,NÃO PRESENTE
175,08f55a0b68dfecffa8d9add360ef7d10,7.0,0.0,REPROVADO
177,8dadf341df1b7f0e433bce2bfe1a6c5f,7.8,0.0,APROVADO POR NOTA
178,4f918bc31d89ee2ee8ea4e5c6eb8310e,5.1,0.0,REPROVADO
179,34e6b4c97074b88503ec7869275cd3d0,5.5,0.0,NÃO PRESENTE
180,e2646161ab3fa3a43f973916d8f57625,0.5,0.0,NÃO PRESENTE
181,a483efd672cff30ecf369e06bbf57f40,5.7,0.0,NÃO PRESENTE
182,a89ba76fe0c245b083e89eb1b2cf3c4c,0.9,0.0,NÃO PRESENTE
183,4db6e30e067a7d2616eef9c2cad0b094,6.2,0.0,NÃO PRESENTE
184,7a1545aa60679963086f56f2e857f753,3.5,0.0,NÃO PRESENTE
185,3228b59f9068390d44fbc330a755a088,2.2,0.0,NÃO PRESENTE
186,fcdd9d540665adf10ee064853c3feec0,8.5,0.0,APROVADO
187,c8eda6be812416b3a0cead3b3140a74d,6.3,0.0,NÃO PRESENTE
188,aa0428b17823c5b8f92a6dc6fdf50b34,0.7,0.0,NÃO PRESENTE
189,664b6e8fa25e24545f661ca4144d55a9,0.0,0.0,NÃO PRESENTE
190,9a41448579d211311cb4295be5bc85df,0.0,0.0,NÃO PRESENTE
191,65608921662906a36e76d592210c8906,1.2,0.0,NÃO PRESENTE
192,fc62b0864c689b79d35981cd453a4c6e,0.0,0.0,NÃO PRESENTE
193,faf63b82ed90e7789ee7cbcb5e97b3d9,0.0,0.0,NÃO PRESENTE
194,19a337616f78990a9ad47fd68b8a24b9,0.0,0.0,NÃO PRESENTE
195,c23e5219bb78043ceea71ab6be223057,0.0,0.0,NÃO PRESENTE
196,13b68b56441b44c4ff1128575a8e41d4,0.2,0.0,NÃO PRESENTE
197,55c3042b375d3530077b5a3fabadd05e,3.4,0.0,NÃO PRESENTE
198,3fbcd46bffc0b1decbd25d0e843b555b,0.9,0.0,NÃO PRESENTE
199,a2969f5dfb1506672b5f083a0554c9d8,4.5,0.0,NÃO PRESENTE
200,503cc541d7e0b9a6aa7e2a51b1a82fd6,3.7,0.0,NÃO PRESENTE
201,01a14c6b28d73acc8bb206aa3e1e15b9,0.2,0.0,NÃO PRESENTE
202,a125d30c7108a22280e4f279be5f6605,0.6,0.0,NÃO PRESENTE
203,6eca3c0d430a6bf51e4362a5b7b60413,2.1,0.0,NÃO PRESENTE
204,6c2b28792b19eacc441b05bbca3350a8,1.8,0.0,NÃO PRESENTE
205,fc1301a86464788f5560df27eaa66def,4.0,0.0,NÃO PRESENTE
206,a2761a100c7a882ef3ccdfc30c2bba60,3.0,0.0,NÃO PRESENTE
207,5e925b6d72c4fb74597d63a7d0572591,2.2,0.0,NÃO PRESENTE
208,e19c9fafff970016e1121d174d428c04,6.7,0.0,REPROVADO
210,129e1c04f5315c5987560ea8f4219a5e,2.2,0.0,NÃO PRESENTE
211,196f6cbe46473bc01adab0afb54d8f62,4.2,0.0,NÃO PRESENTE
212,3e1a4f464f34c9f644620d827daf5548,0.8,0.0,NÃO PRESENTE
213,97fca95dd64acf9016f9727fdf3501c7,1.1,0.0,NÃO PRESENTE
214,75dcc20ba1ba2341644589858d07bbdd,0.5,0.0,NÃO PRESENTE
215,7a864d66b5d173dee6db8ead2fb0fb04,0.0,0.0,NÃO PRESENTE
216,88c328c3baabafcac301115230e71d5d,1.0,0.0,NÃO PRESENTE
217,def32270e69f5c04f3bd60740964cdd5,3.0,0.0,NÃO PRESENTE
218,c5a7ec1ca78116fa638610028ddd1e19,0.8,0.0,NÃO PRESENTE
219,8d1d97ed80b1abdcf861a15493556c52,1.1,0.0,NÃO PRESENTE
220,4f676606594e53690b4207b19468a9d1,0.6,0.0,NÃO PRESENTE
221,e399021baf2ba3e367bad1afb72356c4,5.0,0.0,NÃO PRESENTE
222,356661e8a6d40b65bc5fa18c5e9b78b6,0.7,0.0,NÃO PRESENTE
223,aeb94959346c2fc17c35966c41c681b0,9.6,0.0,APROVADO
224,d5665220f71e6102773217d854209604,9.8,0.0,APROVADO
225,7511ed528f9397235a75ff7f8bde87a6,0.8,0.0,NÃO PRESENTE
226,5a4a04d12d2cf270b8fd8d54fc0c3e80,9.7,0.0,APROVADO
227,1d30ffbae8c527f4ead1f5250a61405d,8.6,0.0,REPROVADO
228,91c32457dd3b1d85fa15829b468ce86e,0.7,0.0,NÃO PRESENTE
229,24cca7704c1f09955dd502329674e7f4,8.7,0.0,NÃO PRESENTE
230,4c31488fe79b578f7c4605aea32acc3f,10.0,0.0,APROVADO
231,7929dfd62113a1fdfbded2a0f63dc6a1,5.0,0.0,NÃO PRESENTE
232,a3bc6f821ed792af2d8d67f97c4ddb5b,5.2,0.0,NÃO PRESENTE
233,8bd95303461b46a805d0de93f7d7667b,9.1,4.0,REPROVADO
234,1c3190cc5093b9c45eead77a92472d95,5.0,8.0,NÃO PRESENTE
235,bf87948923b824631975b241a705e69b,5.0,4.0,NÃO PRESENTE
236,2d415a566b2f8f67221281bbf54478a7,0.0,40.0,NÃO PRESENTE
237,4341cbb3fae84601e35af27d922c8139,5.4,6.0,APROVADO POR NOTA
238,78659db24ed7bb17444bd3599cc5b8a6,7.3,0.0,APROVADO
239,0c2ba1d70f068ffecf36699e039dece1,5.0,0.0,NÃO PRESENTE
240,cac16af752f096d7dbbb558d322e4f4d,0.0,26.0,NÃO PRESENTE
241,ae77d0fe20450287d88ee3a2eabd0934,4.4,6.0,NÃO PRESENTE
242,aae0173642622d74cd35227f1d095458,0.0,42.0,NÃO PRESENTE
243,c604100f25878689fdf17776967c5d23,0.0,42.0,NÃO PRESENTE
244,fdc28329978b1082a37a204f24f41d58,0.0,48.0,NÃO PRESENTE
245,dc07a851bf6d033ea9ea47c51dd8b182,0.0,50.0,NÃO PRESENTE
246,a43063b58855624848e10679d3271886,0.0,50.0,NÃO PRESENTE
247,ec97d7df253dcb933c4d9637fcede77a,0.8,26.0,NÃO PRESENTE
248,69fba037e2009fcaaa7fbdf1e6241608,0.0,34.0,NÃO PRESENTE
249,ad2094e3745cc83b2da2f3283d045489,0.0,22.0,NÃO PRESENTE
250,635514e9bbec77d654601b5dd5be7364,0.0,22.0,NÃO PRESENTE
251,622fd939823056f95ee7d7799a6de581,1.5,38.0,NÃO PRESENTE
252,26bd798cd668108d7b8c814191c2d645,2.3,18.0,NÃO PRESENTE
253,38ace5fe583f6977eefdd0eb4d4e8a8d,0.0,50.0,NÃO PRESENTE
254,6407e59309ef981ffc762d6dd065a593,0.0,52.0,NÃO PRESENTE
255,575aa56425161da6e857a43cc9349372,5.2,6.0,NÃO PRESENTE
256,436ab6558384e7c672023b0349be13ff,0.0,52.0,NÃO PRESENTE
257,607590f5dd5afce78544e3c6f5077342,5.0,0.0,REPROVADO
259,067db82d7cb43eb31ceb4a46dbb0956e,0.5,14.0,NÃO PRESENTE
260,fccdf1ad4a1cb63ca4d4e3f115fc79f1,0.4,18.0,NÃO PRESENTE
261,119883026acfde186e104ddf8afb16b3,2.3,20.0,NÃO PRESENTE
262,d8d36e5245c771679ea30d6ed2657ee0,0.0,18.0,NÃO PRESENTE
263,0d376b2c3460e2d8332cf9d7c2489baa,0.0,16.0,NÃO PRESENTE
264,0e0092295428c4d29a327e26bfafc07f,0.0,50.0,NÃO PRESENTE
265,5bb938151f3e304dfe44c7e76b21694f,2.7,6.0,NÃO PRESENTE
266,66ee3463f6ab1e789772d22d3ec4918a,1.3,24.0,NÃO PRESENTE
267,52e82d51ca5675f0cd42a67ab67170e3,0.3,20.0,NÃO PRESENTE
268,6ee2ba86ff74b6c1701d48fa0634caf0,8.0,0.0,APROVADO
269,133770d1ab8a6de4a147b21e84d6010f,6.2,0.0,REPROVADO
270,979ba056309bdd79f2e6428ab0f73c7b,0.0,32.0,NÃO PRESENTE
271,5ffba6db6c03c6677e365f9d43dd2376,0.8,14.0,NÃO PRESENTE
272,7f2442e68d5c6cd3bf76f911a1ebf3cb,1.5,6.0,NÃO PRESENTE
273,cf9902d94d272a8cde460a99d424931b,0.0,32.0,NÃO PRESENTE
274,ef9181bc5150462578a6ff0e59cc624a,1.5,20.0,NÃO PRESENTE
275,80c1e835a6f3bd908c071227eba3e77b,2.1,22.0,NÃO PRESENTE
276,acf7a46d7e124eb08495810a17a09e52,0.0,22.0,NÃO PRESENTE
277,568a42b218a442de21c2c1bea5d66a97,2.1,14.0,NÃO PRESENTE
278,39c142d962c7fec74387c97f8f3b1bf4,0.6,26.0,NÃO PRESENTE
279,7ab8c36448688fe01eedea9952252624,10.0,4.0,APROVADO
280,d01df097002309668f2272d704799de2,1.4,0.0,NÃO PRESENTE
281,8b86700c05dc7e14015f71a93ffb55e1,1.6,20.0,NÃO PRESENTE
282,ee8e4404684b3f93bf91c84604aad21a,1.7,24.0,NÃO PRESENTE
283,806d500ef46063a47e1f3ae2014314dd,3.3,14.0,NÃO PRESENTE
284,b6462abe02f232358dab824cd53ea5d2,7.1,8.0,NÃO PRESENTE
285,40cc4f3662711a44db5cb8017534b51b,6.5,4.0,REPROVADO
286,757d1efc928c91d998ee38dfd27ba5f3,5.3,4.0,APROVADO POR NOTA
287,30901e0aa172d429d46c7f9ed88f3c89,7.3,0.0,APROVADO POR NOTA
288,d797d09421adb34c867a441879c20b5e,5.0,6.0,NÃO PRESENTE
289,631c95a0947ee2a12012c48ee72ff588,4.2,8.0,NÃO PRESENTE
290,7666f8a3847cdc01ad0869ad6badf2d9,5.8,4.0,APROVADO POR NOTA
291,feab17e19d293fed4cf91da296b66aeb,5.7,2.0,REPROVADO
293,49e3ae02378422d15ba608548be9d81c,0.5,12.0,NÃO PRESENTE
294,6d2bc2a2700404a9d271617dad3f9b99,0.9,34.0,NÃO PRESENTE
295,03a6a045ac178858f2d81eedf76f18a7,1.0,32.0,NÃO PRESENTE
296,754b5025144a4ecb130cd178966c5e70,5.5,4.0,REPROVADO
297,6243c8366cc8df4a24ac0a46d40d5551,0.7,28.0,NÃO PRESENTE
298,065eae8c361bff7e7318650d1ab676dc,5.2,4.0,NÃO PRESENTE
299,e46d6445b5c18eb2ae24f418f1566e4f,5.6,6.0,NÃO PRESENTE
300,89796402382a66ef9631b0445a744d9d,5.4,10.0,REPROVADO
301,ed930c6d9569026666ea8bb0156a0f17,5.1,2.0,APROVADO POR NOTA
302,2c621b92b2b25f72363849eaef9bb9dc,6.7,10.0,REPROVADO
303,445cbdd6516a587d0f69ae2baad6f06d,5.8,0.0,APROVADO
304,f99c83c08448b79eb3938dfbb2235fe5,1.6,20.0,NÃO PRESENTE
305,aa9817b1cdf9d39c1d32b6e1ab8ecbc1,3.4,6.0,NÃO PRESENTE
306,e85dc8ef207a17c6223de97e1ae05450,0.0,26.0,NÃO PRESENTE
307,369998ec75aeb6fc6f4b4f07f38f16c0,0.0,24.0,NÃO PRESENTE
308,76fc6ed6844179f08fdca9755e6c6fd1,3.6,18.0,NÃO PRESENTE
309,04ddfb30b33b9fc8eb7fe940f2a943ff,0.0,48.0,NÃO PRESENTE
310,b7088f8e3ceb9c3984143213453cdda1,0.0,50.0,NÃO PRESENTE
311,d7954ba60c6a1bb2d9ed1d2bad3ac5f9,5.2,8.0,NÃO PRESENTE
312,af1b53a780e7855aabee7b82d526962a,0.2,36.0,NÃO PRESENTE
313,1e1ea14b102368606bd1a252f98ad9b1,1.3,50.0,NÃO PRESENTE
314,5eb7a0de9994c3cc7d2990b1f34e399f,1.3,32.0,NÃO PRESENTE
315,ad6abae171946b8af73c5ed092ffdf4b,0.0,36.0,NÃO PRESENTE
316,c456ec5295845b6c7bbece586bb6ea87,0.9,30.0,NÃO PRESENTE
317,15984e4440da75ad584c313a7ced63be,0.0,42.0,NÃO PRESENTE
318,03467c5a2ffad158ba019faa92e3dfc8,0.0,22.0,NÃO PRESENTE
319,e670bca6788aa19afe4906b8444692e4,1.7,24.0,NÃO PRESENTE
320,f00a3408e76b70891f7353310d03e214,0.0,40.0,NÃO PRESENTE
321,3b65748298aba131bf33383370154cb6,0.0,50.0,NÃO PRESENTE
322,56039b6ec5867cd85dfec350a288f165,0.7,18.0,NÃO PRESENTE
323,52f8016a76f4c3f2064ca7cd6947455f,5.3,2.0,NÃO PRESENTE
324,5736c9b61d83a8130051ebaec52201e3,0.0,44.0,NÃO PRESENTE
325,3980549b1287b13fcf6ced9aff6d3ea7,0.0,10.0,NÃO PRESENTE
326,3bae77eb7f7ecf16cd36c9fb3fff21e6,6.3,0.0,APROVADO
327,114383f28e2a741a3161a1629a7fc50e,1.1,18.0,NÃO PRESENTE
328,f1f254413620db5e9a2509f7735147e5,0.6,22.0,NÃO PRESENTE
329,850e2a5763f561f4fc734655e32a19c4,2.0,10.0,NÃO PRESENTE
330,3c3cb5507a37929451fcb1c7e0f3b30a,0.0,42.0,NÃO PRESENTE
331,5ea3693d9ce0686834ed63f36256eb5b,5.3,0.0,NÃO PRESENTE
332,c698b730cc356c5080184e315d68f18f,0.0,24.0,NÃO PRESENTE
333,117c84af0c35218057a2f2f7357e14e8,0.0,50.0,NÃO PRESENTE
334,e37b019122620ad9adade87b0e337bb2,0.5,22.0,NÃO PRESENTE
335,f7ec72b1476d53934d79abfa2ad825f1,0.6,28.0,NÃO PRESENTE
