descricao,discente,id_curso,id_turma,media_final,numero_total_faltas,reposicao,nome,periodoano
REPROVADO POR MÉDIA E POR FALTAS,fff8c402febf8217f10b5c1e57dfb522,10320810.0,57565781,0.0,23.0,f,CÁLCULO I,20152
REPROVADO,8c30c4b9e0af918e4f53a2d9a42c4c79,10320810.0,57565781,0.0,11.0,f,CÁLCULO I,20152
APROVADO,e0830e6363b8c6a692d3aea55eab73c1,10320810.0,57565781,7.3,6.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,d8243b81383dd60e040409fbc4e945ba,10320810.0,57565781,0.7,20.0,f,CÁLCULO I,20152
REPROVADO,bdebb61a1a1008a50b53bb0418c7d843,10320810.0,57565781,1.6,8.0,f,CÁLCULO I,20152
REPROVADO,a1412fc6b3fc29909f80c0869c8eae6f,10320810.0,57565781,0.8,0.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,52e82d51ca5675f0cd42a67ab67170e3,10320810.0,57565781,0.0,39.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,d5986d7ca63fc1a0c90d2343504d2f1e,10320810.0,57565781,0.0,58.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,0f2ad2712ea111869052396fd27a5d2c,10320810.0,57565781,0.0,64.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,6407e59309ef981ffc762d6dd065a593,10320810.0,57565781,0.0,30.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,c9ded8a84a4412390c2b490fa372e2f9,10320810.0,57565781,0.0,62.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,6adae9884c6e1242c3bf854a8dd66997,10320810.0,57565781,0.0,64.0,f,CÁLCULO I,20152
CANCELADO,3a0e2fa5a1af2de46016efce89c5db1b,10320810.0,57565781,0.0,33.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,f2bbf7e170af3cf6725eff1238e69314,10320810.0,57565781,0.0,48.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,4034d82488bcf916ad510133580d73ff,10320810.0,57565781,0.0,27.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,60c41c2d477f67ae457465dd8124b75d,10320810.0,57565781,0.0,44.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,e042266dca7a884d9a0bb0119decbaea,10320810.0,57565781,0.0,25.0,f,CÁLCULO I,20152
CANCELADO,d036c3fdcd4000424ca0c1870e2ce389,10320810.0,57565781,0.0,60.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,e7a2f74be3f106375394e867967a6de8,10320810.0,57565781,0.0,36.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,9c2f4a51c69d9751be62992ae6d6fbed,10320810.0,57565781,0.0,28.0,f,CÁLCULO I,20152
REPROVADO,e13b73283d82c791f427401098d4b13b,10320810.0,57565781,0.7,12.0,f,CÁLCULO I,20152
REPROVADO POR MÉDIA E POR FALTAS,3549c52810aa34c673855d825c7b14ad,10320810.0,57565781,0.0,62.0,f,CÁLCULO I,20152
REPROVADO,0961a609f1b6b9dbf6733c664fb06a40,10320810.0,57565781,0.0,14.0,f,CÁLCULO I,20152
