descricao,discente,id_curso,id_turma,media_final,numero_total_faltas,reposicao,nome,periodoano
REPROVADO,f4efc52dd2ecd0dab5a9eed2a8fb7d69,10320810.0,57576612,3.6,0.0,f,CÁLCULO I,20161
REPROVADO,7fe53e2e1c8640b803d65da896ac6a9e,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,3a469e8909cba11153f7a8608a9af8a9,10320810.0,57576612,5.4,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,2b51e9de7290cc4c5facd00f9da4b8d4,10320810.0,57576612,5.6,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,2b51e9de7290cc4c5facd00f9da4b8d4,10320810.0,57576612,5.6,0.0,t,CÁLCULO I,20161
REPROVADO,22ffd7536b322bf52f822590473c163b,10320810.0,57576612,4.5,0.0,f,CÁLCULO I,20161
APROVADO,4548f7206133a972e0171f7c14430eb5,10320810.0,57576612,7.5,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,039ec86c2c91c0e5111977a9de59f99e,10320810.0,57576612,6.3,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,eb07195242343b04d76b86203446ad9c,10320810.0,57576612,6.6,0.0,f,CÁLCULO I,20161
CANCELADO,79ef604e3c32934ecd0298187121468c,10320810.0,57576612,3.8,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,6d379745f091f374a44218d76a8ca4df,10320810.0,57576612,6.4,0.0,f,CÁLCULO I,20161
APROVADO,629dbe36017f9ffb471191dd5fe45078,10320810.0,57576612,7.6,0.0,f,CÁLCULO I,20161
APROVADO,dccc419b28647ae736a663837880b5d5,10320810.0,57576612,9.5,0.0,f,CÁLCULO I,20161
REPROVADO,9bfd982e842858e89f750f9779b7e246,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,fbb77b3b2f5cb3d45fabab73ee6a736e,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,fd7a6552fd87f4e9efba04510b4e4341,10320810.0,57576612,5.5,0.0,f,CÁLCULO I,20161
APROVADO,b71c84a701671fd652877a529ab8cb5d,10320810.0,57576612,7.2,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,6a6f67686b448b3d6e8fb2304b752433,10320810.0,57576612,6.6,0.0,f,CÁLCULO I,20161
REPROVADO,2d044be0d0d0d1c18832b85a31c03478,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,3fe6ed9e41e45d19f047ad969f170a3e,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,a8d9bf4a33e4b5c431463ef7539c73ff,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,27328215eca498a8ce55ecbba9a60986,10320810.0,57576612,0.8,20.0,f,CÁLCULO I,20161
CANCELADO,8ca732992454d8d43e6482c81b347a7a,10320810.0,57576612,3.2,0.0,f,CÁLCULO I,20161
REPROVADO,1502cbba6cabf5dd013a0642be7e3077,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,bf50176824e3925d94a0d65be5b466e0,10320810.0,57576612,1.3,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,2ade2e90ba5d5b8b758ffd6d8d2f832d,10320810.0,57576612,5.8,0.0,f,CÁLCULO I,20161
REPROVADO,8a923eec98cfedcadac83485be77b5be,10320810.0,57576612,1.9,0.0,f,CÁLCULO I,20161
REPROVADO,1e6246ee6397d45e3b45ba4b7612f39a,10320810.0,57576612,3.7,0.0,f,CÁLCULO I,20161
REPROVADO,6123ee88c9ccdc1b30e7c99a8afef8bb,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,b64ea6fce3c926b80ce46585a041cf9e,10320810.0,57576612,3.1,0.0,f,CÁLCULO I,20161
REPROVADO,46823b0e858f421569c33b46d2b0f4d8,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,9cddeb75adfc658d524d34a0b8393f9a,10320810.0,57576612,1.8,20.0,f,CÁLCULO I,20161
REPROVADO,71d623fd089e16af1c634009ffc79d38,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,e0bcf7b0ca632155dd16a543a8d81d84,10320810.0,57576612,6.4,0.0,f,CÁLCULO I,20161
CANCELADO,6f7f3260c1a0f508e561ff512f97dc2d,10320810.0,57576612,1.0,20.0,f,CÁLCULO I,20161
CANCELADO,2b2b6af05e2142af937088c844ff9cec,10320810.0,57576612,0.0,0.0,f,CÁLCULO I,20161
CANCELADO,849626296448c0d694883d022dd31428,10320810.0,57576612,0.3,20.0,f,CÁLCULO I,20161
REPROVADO,3381067b2740da473e7f8f38bed9c9a1,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,c76548551369502e69f5e7274d9f7bd9,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,3aa58f0cdcd634e1750bc4d4aedf12cc,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,94f261e9b1647797f2fed7a4e472253a,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,8adc5dee055b4eaa04cbd24141c23a3c,10320810.0,57576612,1.1,15.0,f,CÁLCULO I,20161
REPROVADO,3ec16e6fcd58eb0e6014235fb7db40c1,10320810.0,57576612,0.6,20.0,f,CÁLCULO I,20161
CANCELADO,d83010a7a9ec87c42b4c0d7829056906,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,8d7fc790909a236550da301f6285a30b,10320810.0,57576612,6.1,0.0,f,CÁLCULO I,20161
REPROVADO,154e14d9ac2553229f111c31c09825ca,10320810.0,57576612,0.9,20.0,f,CÁLCULO I,20161
REPROVADO,5c99f124073380ecb4c0b70be944cd98,10320810.0,57576612,0.8,15.0,f,CÁLCULO I,20161
REPROVADO,be611485afb2c949e6f8375446c32794,10320810.0,57576612,1.0,20.0,f,CÁLCULO I,20161
REPROVADO,695cb989c288363614d75356de8298a9,10320810.0,57576612,1.6,0.0,f,CÁLCULO I,20161
REPROVADO,fb57e889aaf806b021a4f61805ed377c,10320810.0,57576612,2.3,15.0,f,CÁLCULO I,20161
REPROVADO,0a35096c238773f2bab22bf5c2c1401b,10320810.0,57576612,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,39a1ffe9ecda521d7dc15bfbc2b0fafc,10320810.0,57576612,1.8,15.0,f,CÁLCULO I,20161
REPROVADO,5db059acfcb9cbeb9863e3f1f7e4b5c7,10320810.0,57576612,2.0,15.0,f,CÁLCULO I,20161
REPROVADO,7b772c054ca4e2dacdf13414d59d9cad,10320810.0,57576612,1.6,0.0,f,CÁLCULO I,20161
APROVADO,3bd549481e83f937c23864382fa7c68e,10320810.0,57576612,7.0,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,b54f65eaf2decb6f109521e5c47dbd39,10320810.0,57576612,5.7,0.0,f,CÁLCULO I,20161
APROVADO,a98038e5d51e1fec0d3ef34bd69fb200,10320810.0,57576612,7.9,0.0,t,CÁLCULO I,20161
APROVADO,a98038e5d51e1fec0d3ef34bd69fb200,10320810.0,57576612,7.9,0.0,f,CÁLCULO I,20161
APROVADO,f1b03afbbf22b23fc18e78596665cab2,10320810.0,57576612,7.3,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,ea878fcc385b2df25bc6dba4b32ed72f,10320810.0,57576613,5.2,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,99bd045d5ada3bba541b0d7779c63062,10320810.0,57576613,5.0,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,99bd045d5ada3bba541b0d7779c63062,10320810.0,57576613,5.0,0.0,t,CÁLCULO I,20161
APROVADO POR NOTA,b38b76b776f721732051ff63b652d4ce,10320810.0,57576613,6.0,0.0,f,CÁLCULO I,20161
REPROVADO,1a008865ec8822d7c862f2bcccb52ff7,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,f729476783a12ee362e59d2f3d45f052,10320810.0,57576613,5.5,0.0,f,CÁLCULO I,20161
REPROVADO,f8aed036971f7ee3338c9f48b8f2ac2c,10320810.0,57576613,4.1,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,df0e18e603b4987f4bc7a73603239c98,10320810.0,57576613,5.5,0.0,t,CÁLCULO I,20161
APROVADO POR NOTA,df0e18e603b4987f4bc7a73603239c98,10320810.0,57576613,5.5,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,9559265dfed13b84ce843e2b8eb7327b,10320810.0,57576613,6.4,0.0,f,CÁLCULO I,20161
REPROVADO,fa4f2fb128e8fe48832f9c2ad72b6438,10320810.0,57576613,0.3,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,cac16af752f096d7dbbb558d322e4f4d,10320810.0,57576613,5.0,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,cac16af752f096d7dbbb558d322e4f4d,10320810.0,57576613,5.0,0.0,t,CÁLCULO I,20161
REPROVADO,d8d36e5245c771679ea30d6ed2657ee0,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,5ffba6db6c03c6677e365f9d43dd2376,10320810.0,57576613,1.6,0.0,f,CÁLCULO I,20161
REPROVADO,8e01d2af17880b315df4e2fdf7bf60eb,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,1b9287e73d4702596af92c839059cba4,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,1300455c97a23d6d8a78c915997d9e9d,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,8ab5fd9ee27c0125c594dab86e241619,10320810.0,57576613,0.1,20.0,f,CÁLCULO I,20161
REPROVADO,5425a7e01b73b0000dceb5a9f6dca32e,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,a2ec1385a233a5bf844b88388317d461,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,70b7c5f836e37f82db63422212c37ba0,10320810.0,57576613,4.4,0.0,f,CÁLCULO I,20161
CANCELADO,51bb53dc8ccbe469c887f68d1ef0ab72,10320810.0,57576613,0.5,15.0,f,CÁLCULO I,20161
REPROVADO,fed8da2d9ec9bf4d505a3a391cd015cf,10320810.0,57576613,0.1,20.0,f,CÁLCULO I,20161
REPROVADO,51b9b10f225708300f9ffd4f47e8d99f,10320810.0,57576613,0.4,15.0,f,CÁLCULO I,20161
REPROVADO,4f5ff17483cf7d9db3f6de59084f54f9,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,bfede01b45ea0805b725efc30c4ddba6,10320810.0,57576613,1.9,0.0,f,CÁLCULO I,20161
REPROVADO,c56b12bde6b544cfa6968b4c9931541f,10320810.0,57576613,3.1,0.0,f,CÁLCULO I,20161
REPROVADO,eb02c0ee242a8ba8d7f9ea9e44b01769,10320810.0,57576613,1.0,15.0,f,CÁLCULO I,20161
REPROVADO,1ef76810152b4b8e5a396882fb3c0512,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,f6b245ac749609922c4f65cb0b7383b3,10320810.0,57576613,0.8,15.0,f,CÁLCULO I,20161
REPROVADO,8b900b18e42997c8c06dadd7a9b68fea,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,9a15efbddf92273a71901b3ba9df0be4,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,dbc5409c3f6a796008a4adeb7079567b,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,996a9042537346af0cf29ab40d6d96a4,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,2272e5b6ebc03d11f4c0109bbc102158,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,d6ae41f154e23c3c0a0e38034deb92e4,10320810.0,57576613,3.3,0.0,f,CÁLCULO I,20161
REPROVADO,310f1349e1974f8e397453eb10ac7566,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,0a9d3deed209bd1537cdf017774360f5,10320810.0,57576613,1.6,0.0,f,CÁLCULO I,20161
REPROVADO,adbc15954c00346a414f05555d1eabdd,10320810.0,57576613,1.9,15.0,f,CÁLCULO I,20161
REPROVADO,60b11bb509369c6711e15f0bbd95cbd6,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,159e0ca5d45210b109b652e37dbd1484,10320810.0,57576613,0.6,20.0,f,CÁLCULO I,20161
REPROVADO,00c95b0e427b18e5443272c0c01549c3,10320810.0,57576613,0.9,15.0,f,CÁLCULO I,20161
APROVADO,162b03840879464c0c48db52e867b0ce,10320810.0,57576613,8.2,0.0,f,CÁLCULO I,20161
REPROVADO,a2660ae23405a66d921416c90ce02da5,10320810.0,57576613,0.5,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,ef568c887531cabdea3a89e86e0df938,10320810.0,57576613,5.7,0.0,f,CÁLCULO I,20161
REPROVADO,2b51132fb72a1c2bd3c3034f03c7547a,10320810.0,57576613,0.7,20.0,f,CÁLCULO I,20161
REPROVADO,996582bdccc14e508fd5acc8c2a8a40b,10320810.0,57576613,0.4,20.0,f,CÁLCULO I,20161
REPROVADO,9a612a11f6d84adada856865f554b38c,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,8b5c33d17cecb49ec92c3d8106eef35c,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,e7e7b57ea9ab38e7faf0692f3f83c763,10320810.0,57576613,5.9,0.0,f,CÁLCULO I,20161
APROVADO,f79566a9509d0f45e0dd0b6d31b3e407,10320810.0,57576613,7.7,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,0c65c6d2f0e9eeca77433c57558e20b1,10320810.0,57576613,6.8,0.0,t,CÁLCULO I,20161
APROVADO POR NOTA,0c65c6d2f0e9eeca77433c57558e20b1,10320810.0,57576613,6.8,0.0,f,CÁLCULO I,20161
APROVADO,12329d78871c86e6a27ccc3822b5cd58,10320810.0,57576613,7.2,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,d17c63b3a90a9896ace1d48c7d62a3da,10320810.0,57576613,5.2,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,a0e3a396a3894bb058c4d6b86f6309f6,10320810.0,57576613,5.6,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,87f6d9fe0adb384454cbc8b528080c67,10320810.0,57576613,5.0,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,1de6470dc709a7a95ec206f1c715aaff,10320810.0,57576613,5.6,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,6573e1fc734acd66453bba0784088a4d,10320810.0,57576613,5.4,0.0,f,CÁLCULO I,20161
APROVADO,63c33a0a09fbeacbc5b36f71a78f1607,10320810.0,57576613,7.2,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,6baea6ba872012f7bd96dbd5c6099b2b,10320810.0,57576613,6.2,0.0,f,CÁLCULO I,20161
REPROVADO,501f8eb5893c11b7a9ee709a83f1b7c6,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,d69c0c282caea1eec4e7c79f0bcdc697,10320810.0,57576613,5.5,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,41b9f782e71c2f5144a0fc1376d709b8,10320810.0,57576613,5.3,0.0,f,CÁLCULO I,20161
CANCELADO,7129beb99ff37df250fe1c5c14e86b4d,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
APROVADO POR NOTA,ba1e8da757c3ea66715a10c50141b69a,10320810.0,57576613,6.7,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,251d2e694ff4bf253bba2ee6446b51c9,10320810.0,57576613,5.0,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,66acefae5893fc2fcd4186c475ad50e7,10320810.0,57576613,5.6,0.0,f,CÁLCULO I,20161
REPROVADO,fbc5f861aacf07f8af2ce81e127793a4,10320810.0,57576613,0.8,0.0,f,CÁLCULO I,20161
CANCELADO,b40f439eceaaf82480b55495ebac8e30,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,1991476e42d6085cdca876a238f99a32,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,da2daea48eb9453585685a4adbd651d4,10320810.0,57576613,2.4,0.0,f,CÁLCULO I,20161
APROVADO,50bcb2d98fda6b459a9b4ea341edd46e,10320810.0,57576613,7.9,0.0,f,CÁLCULO I,20161
REPROVADO,b62e5989aa51afc09ed0652b62a76ceb,10320810.0,57576613,1.5,0.0,f,CÁLCULO I,20161
REPROVADO,00b24210514efe9ee169982514b9d1ed,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,034a1bd35a241400cec8a2268261f8a0,10320810.0,57576613,0.7,20.0,f,CÁLCULO I,20161
REPROVADO,52cd3bbe9c5a2fe6cee6928fadc5fc99,10320810.0,57576613,0.1,20.0,f,CÁLCULO I,20161
REPROVADO,4c7c03581d61fe0a1d60d0789086b2e2,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,04512708b7814130133f3e7b4c6d0b97,10320810.0,57576613,0.2,20.0,f,CÁLCULO I,20161
REPROVADO,f9bddba594d47939018aa11ec1863fa1,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,bb65c4b65dd0e26cdd7b455eba13e42d,10320810.0,57576613,2.8,0.0,f,CÁLCULO I,20161
REPROVADO,5a8900e06f9ee401bfd9a9809f04ea84,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,1382881a6909bb8a80e0ab1f0a5acfe6,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,3b40b1324c6852d7ad42ab386efd9d19,10320810.0,57576613,0.1,20.0,f,CÁLCULO I,20161
REPROVADO,781c7c89c63bd22c603f0151ef91fa27,10320810.0,57576613,1.9,0.0,f,CÁLCULO I,20161
REPROVADO,bc75358270ad3e77bdf599f112919ca7,10320810.0,57576613,2.0,15.0,f,CÁLCULO I,20161
REPROVADO,cad843ea7820044687e293ee3a224c53,10320810.0,57576613,0.8,15.0,f,CÁLCULO I,20161
REPROVADO,71f15aab6e1e88509fb304b3aba2483d,10320810.0,57576613,0.9,20.0,f,CÁLCULO I,20161
REPROVADO,d61fad3b68345b53959534818ea1a9b7,10320810.0,57576613,0.7,20.0,f,CÁLCULO I,20161
REPROVADO,af841a9c73ed604fcdb7fdfdb94efc65,10320810.0,57576613,0.4,20.0,f,CÁLCULO I,20161
REPROVADO,95a532ddad1f624fa9890037230c92ae,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,431b558012555deadbde5b40c0e291bd,10320810.0,57576613,3.2,0.0,f,CÁLCULO I,20161
REPROVADO,fa57b26fa87ed08902bd853b670f769f,10320810.0,57576613,1.1,20.0,f,CÁLCULO I,20161
REPROVADO,f8d4340e4de79b4fb0676889208ed508,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,674862b52bd764aa0fabcf91207f17ca,10320810.0,57576613,0.5,15.0,f,CÁLCULO I,20161
REPROVADO,d6375635edc27bba1edb461b1529a608,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
CANCELADO,294351ef330b1fde210106b271ed022e,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,ffaaa8f26bd3ea773a52e443de8b3ba7,10320810.0,57576613,1.3,15.0,f,CÁLCULO I,20161
REPROVADO,cc866bf2f41cb6cfcdffc221161cc866,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,90f92f94e9115db219dab765d171a31a,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,5c6fb5c46e086e24504ca8fc90f2e2f7,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,fc92eefe819de039413b2b07d8596f9c,10320810.0,57576613,0.0,20.0,f,CÁLCULO I,20161
REPROVADO,c26cd903510cc6a8dc66d37ce64380c3,10320810.0,57576613,0.7,20.0,f,CÁLCULO I,20161
REPROVADO,f66bb436be8f10faf1741ce41460d613,10320810.0,57576613,0.1,20.0,f,CÁLCULO I,20161
REPROVADO,a49522263f94088d7a195a8f4c664c11,10320810.0,57576613,3.6,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,4ec5071c61b42f47cd74b57cc019382e,10320810.0,57576613,5.0,0.0,f,CÁLCULO I,20161
REPROVADO,676f517715cad7b5aecc3f8b6dd3d891,10320810.0,57576613,3.5,0.0,f,CÁLCULO I,20161
REPROVADO,928550432c6cb9cc185e0b6242340f0d,10320810.0,57576613,2.1,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,3f2ba6418c387de5e156271857752cda,10320810.0,57576613,5.3,0.0,f,CÁLCULO I,20161
APROVADO,4962033efcaba3c8afe0c146aff0a1e1,10320810.0,57576613,7.6,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,9255887b260138b79db663f7d1fa1d1b,10320810.0,57576608,5.0,2.0,f,CÁLCULO I,20161
APROVADO,ef7aab7521a3f9abfcd2026a65f99a84,10320810.0,57576608,7.7,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,5242d01c0696549e80cd20af41ca5a2a,10320810.0,57576608,5.7,0.0,t,CÁLCULO I,20161
APROVADO POR NOTA,5242d01c0696549e80cd20af41ca5a2a,10320810.0,57576608,5.7,0.0,f,CÁLCULO I,20161
REPROVADO,14cb62879b2199f384df2a5a40fe2ea1,10320810.0,57576608,1.0,8.0,f,CÁLCULO I,20161
APROVADO POR NOTA,8044b4b8f1c4b5bf292b671594b54778,10320810.0,57576608,5.3,2.0,f,CÁLCULO I,20161
APROVADO POR NOTA,bd823754a0f76477d9fec456911c5925,10320810.0,57576608,6.0,0.0,f,CÁLCULO I,20161
APROVADO POR NOTA,74e65a988b0694db78417be91f9e7780,10320810.0,57576608,6.0,6.0,f,CÁLCULO I,20161
APROVADO POR NOTA,fb2bb596dec29994e1118b4ca97c8d97,10320810.0,57576608,6.0,0.0,f,CÁLCULO I,20161
APROVADO,5ed637617e7651a453bea5aa375ca551,10320810.0,57576608,10.0,0.0,f,CÁLCULO I,20161
